PhraseIDs	Text
16_cell_pos_3	and  it  was  of  the  quad-band  variety  . 
16_cell_pos_4	Here  's  my  take  : 
16_cell_pos_5	PROS  : 
16_cell_pos_6	-  Durability  ; 
16_cell_pos_7	this  thing  was  built  with  the  clumsy  in  mind 
16_cell_pos_8	-LRB-  like  me  -RRB-  . 
16_cell_pos_9	I  must  have  dropped  this  thing  a  dozen  times 
16_cell_pos_10	and  there  's  barely  a  scratch  . 
16_cell_pos_11	-  MP3  player  ; 
16_cell_pos_12	I  agree 
16_cell_pos_13	that  the  onboard  5MB  of  memory  is  a  joke  , 
16_cell_pos_14	but  with  the  cost  of  TranshFlash  memory 
16_cell_pos_15	coming  down 
16_cell_pos_16	-LRB- 
16_cell_pos_17	I  bought  my  512MB  chip  on  eBay  for  $  7.99  -RRB- 
16_cell_pos_18	then 
16_cell_pos_19	upgrading  is  easy  and  affordable  . 
16_cell_pos_20	That  being  said  ,  the  MP3  player  is  a  feature 
16_cell_pos_21	you  will  actually  USE  , 
16_cell_pos_22	and  the  sound  quality  is  good  . 
16_cell_pos_23	I  `  ve  had  no  problem  with  playing  my  iTunes  music 
16_cell_pos_24	-LRB-  as  long  as  they  `  re  mp3  format  AND  no  greater  that  192Kbps  in  quality 
16_cell_pos_25	then 
16_cell_pos_26	it  will  play  fine  .  -RRB- 
16_cell_pos_27	\*\*  Media  Player  defaults  to  wma  and  iTunes  defaults  to  m4a  formats  - 
16_cell_pos_28	you  need 
16_cell_pos_29	to  convert  them  to  mp3  or  change  the  default  in  either  program  to  rip  to  mp3  format 
16_cell_pos_30	-LRB-  you  can  change  the  default  to  mp3  in  the  settings  menu  -RRB- 
16_cell_pos_31	"-  Programmable  ""  smart  keys  ""  ; "
16_cell_pos_32	I  read 
16_cell_pos_33	where  one  user  complained 
16_cell_pos_34	that  the  camera  button  was  not  on  the  side  , 
16_cell_pos_35	it  was  the  camera  icon  button  on  the  front  keypad  . 
16_cell_pos_36	He  must  not  have  known 
16_cell_pos_37	"that  you  can  reprogram  all  of  the  smart  buttons  from  the  ""  Personalize  ""  menu  . "
16_cell_pos_38	Not  only  that  , 
16_cell_pos_39	but  you  can  rearrange  the  menu  buttons 
16_cell_pos_40	and  program  most  of  the  buttons  on  the  face  for  frequently  used  apps  . 
16_cell_pos_41	It  's  a  handy  little  feature  . 
16_cell_pos_42	-  Built  in  Bluetooth  and  EDGE  technology  . 
16_cell_pos_43	You  may  not  use  these  features  out-of-the  box  , 
16_cell_pos_44	but  they  `  re  for  the  time 
16_cell_pos_45	when  these  technologies  are  more  commonplace  . 
16_cell_pos_46	I  use  my  Bluetooth  for  my  wireless  headset  and  for  syncing  and  adding  files 
16_cell_pos_47	-LRB-  mp3  's  ,  pics  ,  etc  -RRB- 
16_cell_pos_48	to  my  phone  with  my  laptop  . 
16_cell_pos_49	-  Quad-Band  World  Phone  capable  . 
16_cell_pos_50	This  phone  works  on  850  ,  900  ,  1800  ,  and  1900  GSM  networks 
16_cell_pos_51	-LRB-  although  that  has  not  been  personally  tested  -RRB-  . 
16_cell_pos_52	However  , 
16_cell_pos_53	I  will  be  traveling  to  Micronesia  and  the  UK  within  the  year 
16_cell_pos_54	and  I  `  ll  know  for  certain  by  then  . 
16_cell_pos_55	CONS  : 
16_cell_pos_56	-  There  's  a  slight  delay 
16_cell_pos_57	when  you  answer  a  call  - 
16_cell_pos_58	"I  usually  have  to  say  ""  hello  ""  2-3  times  or  wait  a  few  seconds "
16_cell_pos_59	before  I  begin  to  speak  . 
16_cell_pos_60	I  do  n't  know  if  this  is  a  carrier  problem  or  the  phone  . 
16_cell_pos_61	-LRB-  I  use  Cingular 
16_cell_pos_62	prepaid  -RRB-  . 
16_cell_pos_63	-  The  light  stays  on  while 
16_cell_pos_64	charging 
16_cell_pos_65	-LRB-  even 
16_cell_pos_66	when  the  phone  is  powered  off  -RRB-  . 
16_cell_pos_67	It  's  annoying  . 
16_cell_pos_68	-  The  onboard  memory  is  a  joke  . 
16_cell_pos_69	You  really  need  to  upgrade  the  memory  if  you  want  to  do  anything  extra  with  the  phone  . 
16_cell_pos_70	-  It  has  a  monochrome  outer  display 
16_cell_pos_71	-LRB-  full  color  inside  -RRB-  . 
16_cell_pos_72	This  does  n't  bother  me  at  all  , 
16_cell_pos_73	but  it  's  not  as  flashy  as  Razr  or  other  phones  . 
16_cell_pos_74	OVERALL  : 
16_cell_pos_75	This  is  a  great  ,  durable  little  phone  with  handy  features  I  think 
16_cell_pos_76	people  will  actually  use  . 
16_cell_pos_77	I  `  ve  read 
16_cell_pos_78	where  people  complain  about  the  picture  quality  - 
16_cell_pos_79	but  that  's  what  a  digital  camera  is  for  . 
16_cell_pos_80	If  you  want  a  good  quality  cell  phone 
16_cell_pos_81	that  's  well  designed  ,  user  friendly  , 
16_cell_pos_82	and  does  n't  look  like  a  tricked-out  teenager  's  phone  , 
16_cell_pos_83	then  this  is  the  phone  for  you  . 
7_kitchen_pos_1	I  read  the  reviews 
7_kitchen_pos_2	before  I  purchased  this  machine  . 
7_kitchen_pos_3	I  know  from  experience  that  reviews  are  extremely  subjective  and  often  times  people  misuse  the  appliance  or  simply  expect  more  than  a  machine  is  capable  of  . 
7_kitchen_pos_4	So  with  this  in  mind 
7_kitchen_pos_5	I  will  put  in  my  2  cents  . 
7_kitchen_pos_6	I  have  had  my  machine  for  two  months  and  I  use  it  about  4  times  a  week  on  a  200  square  foot  vinyl  kitchen  floor  that  accomodates  two  adults  ,  a  4  year  old 
7_kitchen_pos_7	and  two  dogs  . 
7_kitchen_pos_8	Generally  it  works  pretty  well  and  is  much  more  convenient  than  a  regular  mop  and  bucket  . 
7_kitchen_pos_9	You  must  remember  that  this  is  a  low  cost  residential  machine 
7_kitchen_pos_10	and  as  such  will  not  replace  the  suction  and  scrubbing  power  of  a  serious  vacuum  and  elbow  grease  . 
7_kitchen_pos_11	The  machine  is  set  up  to  auto-shut  off 
7_kitchen_pos_12	if  you  move  the  machine  quickly  or  drop  it  down  low  . 
7_kitchen_pos_13	I  agree  with  with  the  other  writers  about  the  poor  suction  capability 
7_kitchen_pos_14	but  you  must  consider  the  overall  design  of  the  machine  . 
7_kitchen_pos_15	A  powerful  adjustable  head  machine 
7_kitchen_pos_16	that  would  pick  up  more  than  dog  hair  and  dust  would  be  cost  prohibitive  . 
7_kitchen_pos_17	I  see 
7_kitchen_pos_18	what  Hoover  was  trying  to  do  with  this  machine  . 
7_kitchen_pos_19	They  were  trying  to  accomodate  our  scrubbing 
7_kitchen_pos_20	and  vacuuming  needs  in  one  cost  effective  machine  . 
7_kitchen_pos_21	They  gave  it  a  good  shot 
7_kitchen_pos_22	but  for  all  of  us  clean-freaks  this  machine  does  n't  quite  hit  the  mark  . 
7_kitchen_pos_23	The  water\/cleaning  solution  section  is  ,  in  my  humble  opinion  ,  to  small  . 
7_kitchen_pos_24	I  run  out  of  water  quickly 
7_kitchen_pos_25	and  I  have  a  very  small  kitchen  . 
7_kitchen_pos_26	But  the  good  news  is  that  my  kitchen  is  so  small 
7_kitchen_pos_27	I  can  take  three  steps  over  to  the  sink 
7_kitchen_pos_28	and  fill  it  up  . 
7_kitchen_pos_29	:  -RRB- 
7_kitchen_pos_30	One  more  comment 
7_kitchen_pos_31	before  I  give  my  final  review  .  .  . 
7_kitchen_pos_32	remember  to  follow  the  instructions 
7_kitchen_pos_33	and  use  ONLY 
7_kitchen_pos_34	the  kind  of  cleaners  Hoover  recommends  . 
7_kitchen_pos_35	There  's  a  reason  for  this  . 
7_kitchen_pos_36	If  you  use  regular  household  cleaners 
7_kitchen_pos_37	that  cut  crease  you  will  damage  your  machine 
7_kitchen_pos_38	and  it  will  most  certainly  leak  and  die  ! 
7_kitchen_pos_39	The  grease  cutting  agents  in  regular  household  cleaners  and  soaps  strip  the  bearings 
7_kitchen_pos_40	and  fry  the  gaskets  . 
7_kitchen_pos_41	So  my  final  opinion  is  this  . 
7_kitchen_pos_42	If  you  have  a  relatively  small  space 
7_kitchen_pos_43	and  need  a  daily  quick  scrub 
7_kitchen_pos_44	it  's  a  great  time  saver  . 
7_kitchen_pos_45	It  's  a  good  overall  cleaner  if  you  need  a  quick  vac-up  of  dog  hair  ,  scrub  and  mop  . 
7_kitchen_pos_46	Any  more  heavy  duty  than  that 
7_kitchen_pos_47	and  you  are  back  to  the  good  old  vacuum  attachment  ,  mop  and  bucket  routine  . 
7_kitchen_pos_48	If  you  are  a  cleanfreak  ,  like  me  , 
7_kitchen_pos_49	you  know  that  nothing  replaces  a  good  old  fashioned  hand-and-knees  scrub  . 
7_kitchen_pos_50	No  machine  will  ever  leave  you  satisfied  . 
7_kitchen_pos_51	This  machine  was  definately  NOT  made  for  heavy  duty  cleaning 
7_kitchen_pos_52	but  for  light  daily  use 
7_kitchen_pos_53	it  's  great  . 
7_kitchen_pos_54	I  am 
7_kitchen_pos_55	giving  this  machine  4  stars 
7_kitchen_pos_56	because  I  think 
7_kitchen_pos_57	it  does  what  it  was  designed  to  do  .  .  .  light  cleaning  . 
7_kitchen_pos_58	I  would  have  given  it  5  stars 
7_kitchen_pos_59	if  the  cleaning  solution  bucket  was  larger 
7_kitchen_pos_60	and  the  cut  off  mechanism  was  a  little  more  liberal  and  a  little  more  suction  power 
7_kitchen_pos_61	would  have  been  nice  . 
7_kitchen_pos_62	When  Hoover  finally  comes  up  with  a  heavy  duty  scrubber  with  the  suction  power  of  a  regular  vacuum  , 
7_kitchen_pos_63	scrubbing  power  of  my  own  elbow  and  ability  to  get  into  corners  and  baseboards  I  `  ll  be  all  over  it  ! 
7_kitchen_pos_64	Until  then  , 
7_kitchen_pos_65	I  `  ll  settle  for  a  daily  scrub  with  this  machine  and  a  good  hand  scrub  once  a  month  . 
15_kitchen_neg_1	We  bought  a  well-reviewed  carpet  vacuum  from  Amazon  last  year  , 
15_kitchen_neg_2	and  absolutely  love  it  . 
15_kitchen_neg_3	After  that  positive  experience  , 
15_kitchen_neg_4	we  were  looking  for  something  for  our  kitchen  ,  bathroom  and  hallway  floors 
15_kitchen_neg_5	and  came  upon  this  cleaner  . 
15_kitchen_neg_6	Starting  with  the  dry  vac  part  , 
15_kitchen_neg_7	that 
15_kitchen_neg_8	seems 
15_kitchen_neg_9	to  get  smallish  pieces  of  dirt  fine  ,  but  anything  Cheerio  sized  or  larger  it  pushes  around  on  the  floor  unless  you  lean  the  vacuum  back  . 
15_kitchen_neg_10	Which  would  be  fine  , 
15_kitchen_neg_11	but  if  you  lean  it  back  too  far  , 
15_kitchen_neg_12	there  is  a  suction  filter  thing 
15_kitchen_neg_13	-LRB-  made 
15_kitchen_neg_14	for  the  wet  vac  part  -RRB- 
15_kitchen_neg_15	that  sticks  and  you  have  to  turn  off  the  vacuum 
15_kitchen_neg_16	and  wait  about  10  seconds  for  the  suction 
15_kitchen_neg_17	to  release  that  piece 
15_kitchen_neg_18	before  you  can  continue  . 
15_kitchen_neg_19	Anyway  , 
15_kitchen_neg_20	the  small  dirt  and  dust  are  really  picked  up  quite  well  , 
15_kitchen_neg_21	but  if  any  of  you 
15_kitchen_neg_22	have  small  children 
15_kitchen_neg_23	-LRB-  we  have  3  boys  under  6  -RRB-  , 
15_kitchen_neg_24	do  n't  have  any  expectations  of  this  getting  up  mealtime  messes  . 
15_kitchen_neg_25	Now  ,  onto  the  wet  vac  part  , 
15_kitchen_neg_26	which  was  the  main  reason 
15_kitchen_neg_27	we  got  this  . 
15_kitchen_neg_28	Very  disappointing  . 
15_kitchen_neg_29	We  used  the  included  cleaner  ,  warm  tap  water  ,  etc  as  the  directions  indicated  , 
15_kitchen_neg_30	and  both  my  wife  and  I  swear  the  floor  is  no  cleaner  than  when  we  started  . 
15_kitchen_neg_31	It  does  n't  look  cleaner  ,  shine  more  or  even  have  a  nice  smell 
15_kitchen_neg_32	that  we  could  even  close  our  eyes  and  pretend 
15_kitchen_neg_33	it  was  clean  . 
15_kitchen_neg_34	Spills  or  stains  that  normally  take  1-3  passes  with  a  mop  are  taking  8-12  passes  with  this  machine  . 
15_kitchen_neg_35	We  bought  this  to  save  time  and\/or  get  cleaner  floors  , 
15_kitchen_neg_36	and  I  can  honestly  say 
15_kitchen_neg_37	that  this  machine  did  not  do  either  . 
15_kitchen_neg_38	As  briefly  noted  above  , 
15_kitchen_neg_39	if  you  have  children  ,  do  not  expect  clean  floors  out  of  this  , 
15_kitchen_neg_40	and  I  ca  n't  recommend  this  at  all  . 
15_kitchen_neg_41	This  product  may  be  suitable  for  people 
15_kitchen_neg_42	who  have  no  children  ,  no  pets  and  only  small  dust  particles  and  light  traffic  ; 
15_kitchen_neg_43	I  just  know  this  is  n't  our  house 
2_gourmet_pos_1	If  it  is  possible  to  fall  madly  in  love  with  a  box  of  chocolates  , 
2_gourmet_pos_2	then  the  assortment  is  the  perfect  place 
2_gourmet_pos_3	to  start  such  an  adventure  . 
2_gourmet_pos_4	These  chocolate  are  named  after  Leonidas  Kestekidis  , 
2_gourmet_pos_5	who  definitely  knew 
2_gourmet_pos_6	how  to  create  chocolates  for  the  true  chocolate  connoisseur  . 
2_gourmet_pos_7	When  he  moved  back  to  Belgium  he  not  only  married  his  true  love  , 
2_gourmet_pos_8	he  created  chocolates  the  world 
2_gourmet_pos_9	now  adores  . 
2_gourmet_pos_10	When  you  taste  these  chocolates  , 
2_gourmet_pos_11	your  taste  buds  will  also  finally  know  true  chocolate  happiness  . 
2_gourmet_pos_12	Whether  you  try  one  of  these  with  a  cup  of  coffee  or  tea  or  enjoy  one  as  a  daily  indulgence  , 
2_gourmet_pos_13	these  will  impress  . 
2_gourmet_pos_14	"The  ""  I  Love  You  ""  chocolate  with  dreamy  lemon  filling  embodies  this  sentiment  . "
2_gourmet_pos_15	Each  chocolate  has  a  unique  design  and  the  I  Love  You  chocolate  has  two  hearts  ,  ribbons  and  a  seal  . 
2_gourmet_pos_16	After  you  sample  the  variety  of  chocolates  , 
2_gourmet_pos_17	specific  flavors  will  stand  out  as  favorites  . 
2_gourmet_pos_18	Here  are  my  favorite  creamy  fillings  -LRB-  ganache  and  butter  cream  -RRB- 
2_gourmet_pos_19	which 
2_gourmet_pos_20	come  in  dark  ,  white  and  milk  chocolate 
2_gourmet_pos_21	depending  on  the  selection  : 
2_gourmet_pos_22	Antoinette  -  A  smooth  Brandy  flavored  ganache 
2_gourmet_pos_23	Lingoit  Lait  -  Absolutely  delicious  vanilla  flavored  fresh  butter  cream 
2_gourmet_pos_24	filling  . 
2_gourmet_pos_25	Time  definitely  stopped  while  tasting  this  chocolate  . 
2_gourmet_pos_26	Irr  sistible  -  Dark  chocolate  and  Strawberry  sauce  . 
2_gourmet_pos_27	For  ever  -  If  you  love  coffee  this  may  be  one  of  the  most  delicious  milk  or  dark  chocolate  chocolates  ever  made  as  it  is  filled  with  a  special  coffee  cream 
2_gourmet_pos_28	that  has  hints  of  caramel  . 
2_gourmet_pos_29	I  ordered  an  entire  box  of  these  and 
2_gourmet_pos_30	they  come  in  a  variety  of  flavors  . 
2_gourmet_pos_31	The  milk  chocolate  and  cherry  filling  is  like  Claude  Debussy  's  R  verie  . 
2_gourmet_pos_32	It  is  difficult  to  describe  besides  saying 
2_gourmet_pos_33	it  is  like  a  delicate  cherry  icing 
2_gourmet_pos_34	wrapped  in  milk  chocolate  . 
2_gourmet_pos_35	Merveilleux  -  Milk  or  dark  chocolate 
2_gourmet_pos_36	filled  with  coffee  ganache  . 
2_gourmet_pos_37	Europe  -  Dark  or  milk  chocolate 
2_gourmet_pos_38	filled  with  rum  filling  . 
2_gourmet_pos_39	Ganache  -  Milk  or  dark  chocolate  with  pure  ganache  . 
2_gourmet_pos_40	Tosca  -  Milk  chocolate  with  a  special  ganache  . 
2_gourmet_pos_41	Po  sie  -  Dark  chocolate  and  a  Cointreau  filling  . 
2_gourmet_pos_42	Antoinette  -  Delicate  caramel  hints  in  the  milk  chocolate  coating  mingle  nicely  with  the  vanilla  filling  . 
2_gourmet_pos_43	Eve  -  Milk  or  dark  chocolate  with  a  creamy  dreamy  banana  filling  . 
2_gourmet_pos_44	Alexandre  le  grand  -  A  milk  or  dark  chocolate  with  caramel  cream  . 
2_gourmet_pos_45	Also  Recommended  : 
2_gourmet_pos_46	If  you  wish  to  also  try  the  Napolitains  , 
2_gourmet_pos_47	I  'd  suggest  the  1  pound  sampler  Ballotin  with  six  varieties  . 
2_gourmet_pos_48	You  may  also  want  to  look  for  the  new  Palet  d'  Or  . 
2_gourmet_pos_49	A  deeply  delicious  and  strong  bitter  chocolate 
2_gourmet_pos_50	filled  with  ganache  . 
2_gourmet_pos_51	The  center  is  made  with  butter  ,  cream  and  chocolate 
2_gourmet_pos_52	and  the  outer  coating  is  a  masterpiece  with  gold  decorations  . 
2_gourmet_pos_53	Leonidas  now  has  over  1700  stores  and  sales  locations 
2_gourmet_pos_54	worldwide 
2_gourmet_pos_55	and  they  offer  over  80  varieties  of  fresh  chocolates  . 
2_gourmet_pos_56	The  chocolates  are  air 
2_gourmet_pos_57	freighted  weekly  from  Brussels  so  you  will  always  find  the  quality  to  be  superior  . 
2_gourmet_pos_58	My  chocolates  arrived  fast 
2_gourmet_pos_59	and  were  as  fresh  as  if  I  had  purchased  them  in  Belgium  . 
2_gourmet_pos_60	They  were  carefully  packaged  in  the  famous  gold  boxes  with  signature\/seasonal  wrapping  and  a  ribbon  . 
2_gourmet_pos_61	The  boxes  were  then  placed  in  protective  Styrofoam  containers  to  protect  the  chocolates  during  shipping  . 
2_gourmet_pos_62	The  expedited  shipping  is  recommended  from  May  to  early  September  . 
2_gourmet_pos_63	~TheRebeccaReview.com 
1_gourmet_neg_1	I  really  do  like  my  Senseo  coffee  maker  . 
1_gourmet_neg_2	I  ,  like  others 
1_gourmet_neg_3	who  have  reviewed  the  Kona  Pods  here  ,  was  always  searching  for  a  better  tasting  coffee  pod  to  use  in  the  machine  . 
1_gourmet_neg_4	I  was  excited  to  see 
1_gourmet_neg_5	that  Kona  now  made  pods 
1_gourmet_neg_6	and  was  also  happy  to  see 
1_gourmet_neg_7	that  they  had  a  pod 
1_gourmet_neg_8	that  was  a  '  2  cup  style  '  . 
1_gourmet_neg_9	I  have  not  found  it  to  be  a  huge  deal 
1_gourmet_neg_10	to  use  2  smaller  ' 
1_gourmet_neg_11	1  cup  '  size  pods  , 
1_gourmet_neg_12	but  it  sounded  nice  to  be  able  to  just  put  one  large  pod  in  the  machine  instead  of  2  smaller  one  . 
1_gourmet_neg_13	After  reading  some  of  the  reviews  here  , 
1_gourmet_neg_14	I  could  not  figure  out 
1_gourmet_neg_15	what  some  of  the  reviewers  meant  by  the  Kona  pods 
1_gourmet_neg_16	making  different  amount  of  coffee  per  cup  each  time  or  how  the  coffee  could  be  strange  and  undrinkable  . 
1_gourmet_neg_17	It  just  did  n't  make  sense  . 
1_gourmet_neg_18	Well  , 
1_gourmet_neg_19	it  still  does  n't  make  sense  , 
1_gourmet_neg_20	but  it  certainly  happened  with  the  coffee 
1_gourmet_neg_21	I  made  using  the  Kona  pods  also  . 
1_gourmet_neg_22	My  results  were  overall  poor  and  it  was  very  disappointing  as  the  Kona  pods  cost  a  lot  more  than  Folgers  or  other  pod  brands  that  I  can  buy  locally  . 
1_gourmet_neg_23	The  first  thing  I  noticed  was  that  the  coffee  in  the  2  cup  sized  Kona  pods  is  packed  in  much 
1_gourmet_neg_24	more  tightly  than  in  any  other  pod 
1_gourmet_neg_25	I  have  ever  used  in  my  Senseo  . 
1_gourmet_neg_26	The  instructions  for  the  Kona  pods  say 
1_gourmet_neg_27	to  wiggle  the  pods  to  break  up  the  coffee  before  inserting  into  the  machine  . 
1_gourmet_neg_28	The  Kona  pods  feel  very  hard 
1_gourmet_neg_29	when  taken  out  of  their  package  . 
1_gourmet_neg_30	I  always  wiggled  and  jiggled  the  pods  for  about  10  seconds 
1_gourmet_neg_31	before  putting  them  in  the  Senseo  . 
1_gourmet_neg_32	After  my  problems  with  the  Kona  pods  , 
1_gourmet_neg_33	my  husband  decided  that  I  was  not  '  wiggling  ' 
1_gourmet_neg_34	them  enough  . 
1_gourmet_neg_35	He  promptly  wiggled  one  to  the  point  that  it  broke  open  . 
1_gourmet_neg_36	So  , 
1_gourmet_neg_37	there  is  just  so  much 
1_gourmet_neg_38	that  can  be  done  to  the  pod 
1_gourmet_neg_39	before  putting  it  in  the  machine  . 
1_gourmet_neg_40	The  first  thing  that  I  noticed  was  that  the  amount  of  coffee 
1_gourmet_neg_41	brewed 
1_gourmet_neg_42	when  using  the  Kona  pod  was  quite  a  bit  less  than  when  using  2  smaller  pods  . 
1_gourmet_neg_43	That  did  not  make  much  sense  , 
1_gourmet_neg_44	but  after  several  cups  of  Kona  , 
1_gourmet_neg_45	it  was  obvious 
1_gourmet_neg_46	that  there  was  never  the  amount  of  coffee 
1_gourmet_neg_47	coming  out  as  before  when  using  2  small  one  cup  pods  . 
1_gourmet_neg_48	The  best  I  can  figure  out  is  that  the  Kona  pods 
1_gourmet_neg_49	themselves  seem  to  '  hold  '  a  lot  more  water  . 
1_gourmet_neg_50	There  is  more  water 
1_gourmet_neg_51	that  remains  in  the  pod  itself 
1_gourmet_neg_52	after  the  brewing  is  done  . 
1_gourmet_neg_53	The  pod  itself  is  heavier 
1_gourmet_neg_54	when  I  take 
1_gourmet_neg_55	it  out  to  throw  it  away  . 
1_gourmet_neg_56	So  , 
1_gourmet_neg_57	I  believe 
1_gourmet_neg_58	the  reason 
1_gourmet_neg_59	that  there  is  less  actual  coffee  using  Kona  pods  is  that  the  pods  themselves  retain  a  lot  more  water 
1_gourmet_neg_60	and  it  can  not  pass  through  into  the  coffee  cup  . 
1_gourmet_neg_61	Then  , 
1_gourmet_neg_62	as  others  have  mentioned  , 
1_gourmet_neg_63	there  is  the  problem 
1_gourmet_neg_64	that  happens  to  me  about  1\/2  the  time 
1_gourmet_neg_65	when  using  the  Kona  pods  . 
1_gourmet_neg_66	The  problem  is  that  for  whatever  reason  , 
1_gourmet_neg_67	the  water  does  not  actually  go  through 
1_gourmet_neg_68	and  penetrate  the  Kona  pods  during  the  brewing  cycle  . 
1_gourmet_neg_69	The  '  coffee  ' 
1_gourmet_neg_70	that  is  supposed  to  be  coming  out  of  the  spout  is  just  water  ! 
1_gourmet_neg_71	This  problem  is  one  that  I  still  can  not  really  figure  out  . 
1_gourmet_neg_72	The  Kona  pods  are  a  little  smaller  in  diameter  than  all  the  other  pods 
1_gourmet_neg_73	I  have  tried  . 
1_gourmet_neg_74	So  , 
1_gourmet_neg_75	I  guess  that  somehow  the  water  has  enough  room  to  '  go  around  '  the  actual  pod 
1_gourmet_neg_76	and  come  out  of  the  spout  without  '  going  through  '  the  pod 
1_gourmet_neg_77	to  brew  coffee  . 
1_gourmet_neg_78	I  also  wonder  if  the  paper  filter  of  the  Kona  pods  is  different  than  other  pods 
1_gourmet_neg_79	and  for  some  reason  the  Kona  paper  is  more  difficult  for  water 
1_gourmet_neg_80	to  penetrate  . 
1_gourmet_neg_81	I  have  tried 
1_gourmet_neg_82	wetting  the  Kona  pod  paper  filter  right  before  starting  to  brew  the  coffee 
1_gourmet_neg_83	thinking  that  perhaps  it  would  help  the  water 
1_gourmet_neg_84	to  penetrate  the  paper  and  pod  . 
1_gourmet_neg_85	But  ,  that  has  not  worked  for  me  . 
1_gourmet_neg_86	So  , 
1_gourmet_neg_87	it  is  back  to  regular  more  reasonably  priced  coffee  pods  for  me  . 
1_gourmet_neg_88	I  have  wasted  too  many  expensive  Kona  pods  trying  to  get  a  proper  cup  of  coffee  from  them  . 
1_gourmet_neg_89	Even  when  the  Kona  pods  brew  a  cup  of  coffee  , 
1_gourmet_neg_90	it  is  not  as  large  of  an  amount  of  coffee  as  I  get 
1_gourmet_neg_91	using  other  brands  . 
1_gourmet_neg_92	So  , 
1_gourmet_neg_93	adding  the  cost  of  the  Kona  pods  to  the  fact 
1_gourmet_neg_94	that  it  brews  a  smaller  amount  of  coffee  equals  a  product 
1_gourmet_neg_95	that  is  way  too  expensive 
1_gourmet_neg_96	when  it  does  actually  work  . 
1_gourmet_neg_97	I  have  been  reading  of  a  product 
1_gourmet_neg_98	called  an  EcoPod  . 
1_gourmet_neg_99	It  is  a  refillable  pod  for  these  type  of  coffeemakers  . 
1_gourmet_neg_100	It  might  be  the  next  thing 
1_gourmet_neg_101	I  try  . 
