PhraseIDs	Text
20_cell_pos_22	which  puts  it  a  little  further  from  your  ear  . 
20_cell_pos_23	5  . 
20_cell_pos_24	Love  the  Bluetooth  option  . 
20_cell_pos_25	It  's  new  to  me 
20_cell_pos_26	and  it  's  just  great  . 
20_cell_pos_27	6  . 
20_cell_pos_28	Love 
20_cell_pos_29	being  able  to  press  a  picture  to  make  a  call  . 
20_cell_pos_30	We  have  five  kids  ; 
20_cell_pos_31	I  have  each  kid  's  picture 
20_cell_pos_32	linked  to  their  phone  number  . 
20_cell_pos_33	Even  my  technology-challenged  husband  can  call  them  by  simply  pressing  their  picture  . 
20_cell_pos_34	7  .  This  phone  talks  ! 
20_cell_pos_35	A  female  voice  announces 
20_cell_pos_36	who  is  calling  and  when  your  next  appointment  is  . 
20_cell_pos_37	The  first  time  she  spoke 
20_cell_pos_38	it  about  scared  me 
20_cell_pos_39	to  death  . 
20_cell_pos_40	The  voice  reminds  me  of  the  computer  on  Star  Trek  -- 
20_cell_pos_41	but  not  as  clear  . 
20_cell_pos_42	However  , 
20_cell_pos_43	after  getting  used  to  her  accent  , 
20_cell_pos_44	she  is  intelligible  , 
20_cell_pos_45	which  means  the  computer  is  translating  my  written  input  into  spoken  words  -- 
20_cell_pos_46	amazing  ! 
20_cell_pos_47	8  . 
20_cell_pos_48	The  Internet  connection  has  limited  use  for  me  . 
20_cell_pos_49	I  do  n't  need  email  on  the  run 
20_cell_pos_50	and  I  could  live  without  this  and  the  extra  monthly  cost  . 
20_cell_pos_51	Most  traditional  Internet  web  sites  take  much  too  long  to  load  and  display  too  small  a  portion  of  the  page  to  be  useful  . 
20_cell_pos_52	It  is  nice  to  check  the  weather  or  get  directions  on  the  go  . 
20_cell_pos_53	9  . 
20_cell_pos_54	Ca  n't  imagine  watching  a  movie  or  any  complex  video  on  this  tiny  screen  . 
20_cell_pos_55	What  's  the  point  ? 
20_cell_pos_56	10  .  Splurged  on  a  sweet  little  Vaja  leather  case 
20_cell_pos_57	that  is  wonderful  . 
20_cell_pos_58	Very  expensive  ,  but  a  terrific  luxury  . 
20_cell_pos_59	11  .  Amazon  's  prices  were  the  best  BY  FAR  on  this  product  ! 
20_cell_pos_60	Saved  over  $  300  off  my  local  retail  Cingular  dealer  . 
20_cell_pos_61	12  . 
20_cell_pos_62	Best  part  : 
20_cell_pos_63	I  no  longer  have  to  carry  a  PDA  and  a  cell  phone  ! 
20_cell_pos_64	They  are  one  and  the  same  ! 
20_cell_pos_65	13  . 
20_cell_pos_66	Conclusion  : 
20_cell_pos_67	this  phone  is  very  smart  and  fun  to  use  , 
20_cell_pos_68	although  it  comes  with  a  big  learning  curve  . 
20_cell_pos_69	The  low  volume 
20_cell_pos_70	issue  could  be  a  problem  for  someone  with  bad  hearing 
9_kitchen_pos_1	Like  many  people  , 
9_kitchen_pos_2	I  have  ignorant  neighbors  that  allow  their  yappy  mutt 
9_kitchen_pos_3	to  bark  on 
9_kitchen_pos_4	and  on  and  on  . 
9_kitchen_pos_5	Despite  talking  to  the  neighbor  politely  and  such  , 
9_kitchen_pos_6	they  still  have  no  concern  for  the  noise  pollution  . 
9_kitchen_pos_7	I  was  losing  sleep  ,  and  the  barking  was  getting  so  bad 
9_kitchen_pos_8	that  I  even  considered  moving  ! 
9_kitchen_pos_9	In  desperation  , 
9_kitchen_pos_10	we  looked  online  for  something  to  stop  barking  dogs  . 
9_kitchen_pos_11	We  came  across  Viatek  's  Super  Bark  Stop 
9_kitchen_pos_12	and  decided  to  risk  the  money  . 
9_kitchen_pos_13	WOW  ,  talk  about  being  worth  the  money  ! 
9_kitchen_pos_14	My  husband  affixed  the  device  on  a  piece  of  wood  , 
9_kitchen_pos_15	and  staked  it  about  5  feet  high  in  our  back  yard  . 
9_kitchen_pos_16	It  's  unsightly  ,  yes  , 
9_kitchen_pos_17	but  we  `  re  the  only  ones 
9_kitchen_pos_18	to  really  see  it  . 
9_kitchen_pos_19	More  importantly  , 
9_kitchen_pos_20	it  's  RIGHT  IN  LINE  WITH  THE  BARKING  MUTT  . 
9_kitchen_pos_21	The  first  time  he  tested  it  , 
9_kitchen_pos_22	he  told  me  the  dog  about  jumped  out  of  its  skin  ! 
9_kitchen_pos_23	We  laughed  gleefully  . 
9_kitchen_pos_24	Could  a  good  night  's  sleep  actually  be  on  the  horizon  .  .  .  ? 
9_kitchen_pos_25	It  's  been  several  days  and  Super  Bark  Stop  has  worked  AMAZINGLY  . 
9_kitchen_pos_26	The  dog  will  lie  as  far  as  it  can  away  from  the  device  .  .  . 
9_kitchen_pos_27	when  it  usually  lay  in  the  middle  of  the  neighbor  's  yard  . 
9_kitchen_pos_28	If  it  starts  to  yelp  a  little  , 
9_kitchen_pos_29	it  stops  almost  immediately  . 
9_kitchen_pos_30	It  's  as  if  it  's  afraid  to  bark  . 
9_kitchen_pos_31	YAY  ! 
9_kitchen_pos_32	You  can  select  the  volume  ,  tone  ,  and  number  of  barks 
9_kitchen_pos_33	to  help  eliminate  false  activation 
9_kitchen_pos_34	-LRB-  say  ,  from  talking  or  loud  bird  squawking  -RRB-  . 
9_kitchen_pos_35	Audible  and  inaudible  both  work  fine  , 
9_kitchen_pos_36	but  we  now  keep  it  on  inaudible  at  the  two  bark  setting  . 
9_kitchen_pos_37	The  device  is  waterproof  plastic 
9_kitchen_pos_38	and  you  need  4  D  batteries 
9_kitchen_pos_39	-LRB-  not  included  -RRB- 
9_kitchen_pos_40	to  operate  it  . 
9_kitchen_pos_41	I  am  SO  thankful 
9_kitchen_pos_42	we  found  Super  Bark  Stop  ! 
9_kitchen_pos_43	My  nerves  were  really  getting  jangled 
9_kitchen_pos_44	and  I  was  dreading  early  mornings  , 
9_kitchen_pos_45	when  they  put  the  mutt  outside  . 
9_kitchen_pos_46	It  's  amazing  at  how  inconsiderate  neighbors  are  ; 
9_kitchen_pos_47	just  because  you  may  want  a  dog  does  n't  mean  I  want  saddled  with  its  noise 
9_kitchen_pos_48	while  you  neglect  it  ! 
9_kitchen_pos_49	P.  S  . 
9_kitchen_pos_50	After  using  Bark  Stop  for  2  weeks  -LRB-  yes  ,  it  did  work  !  -RRB-  , 
9_kitchen_pos_51	we  noticed  that  the  neighbors  dog  started  to  bark  a  bit  more  . 
9_kitchen_pos_52	-LRB-  Not  as  bad  as  before  ,  though  .  -RRB- 
9_kitchen_pos_53	We  had  it  on  silent  , 
9_kitchen_pos_54	and  realized 
9_kitchen_pos_55	that  it  had  stopped  working  . 
9_kitchen_pos_56	Apparently  , 
9_kitchen_pos_57	it  's  not  100  %  waterproof  , 
9_kitchen_pos_58	despite  the  claims  of  the  manufacturer  . 
9_kitchen_pos_59	The  person 
9_kitchen_pos_60	I  bought  it  from  said 
9_kitchen_pos_61	"that  ""  once  it  's  opened  ,  we  find  that  it  's  not  100  %  waterproof  ""  . "
9_kitchen_pos_62	Well  guess 
9_kitchen_pos_63	what  ? 
9_kitchen_pos_64	You  gotta  open  it  to  put  the  batteries  in  it  ! 
9_kitchen_pos_65	Either  buy  a  faux  bird  house 
9_kitchen_pos_66	to  protect  Bark  Stop  or  house  it 
9_kitchen_pos_67	where  it  wo  n't  get  wet  . 
9_kitchen_pos_68	Otherwise  ,  you  may  find  yourself  in  the  same  position 
9_kitchen_pos_69	we  were  in  . 
9_kitchen_pos_70	We  got  a  refund  ,  and  fortunately  for  us  , 
9_kitchen_pos_71	our  neighbors  got  rid  of  their  dog  .  .  .  so  we  did  n't  bother  getting  a  new  one 
8_kitchen_neg_1	One  might  imagine  that  the  whole  concept  of  vacuuming-flip-mopping  is  progressive  in  some  way  , 
8_kitchen_neg_2	but  it  really  does  not  make  the  job  of  cleaning  the  floor  easier  . 
8_kitchen_neg_3	Especially 
8_kitchen_neg_4	when  the  product  is  heavy  and  hard  to  maneuver  with  poor  pickup  . 
8_kitchen_neg_5	I  'd  much  rather  go  over  the  floor  with  a  good  vacuum  ,  and  then  follow  with  a  functional  ,  well-designed  good  mop 
8_kitchen_neg_6	-LRB-  like  the  old  SteamMop  they 
8_kitchen_neg_7	discontinued  -RRB-  . 
8_kitchen_neg_8	These  things  function  better  as  seperate  units  , 
8_kitchen_neg_9	which  is  why  there  's  no  washing  machine 
8_kitchen_neg_10	that  's  also  a  dryer  . 
8_kitchen_neg_11	The  Flip-It  is  a  very  loud  machine  --  so  loud  , 
8_kitchen_neg_12	that  I  did  n't  hear  my  phone  ring  in  the  same  room  . 
8_kitchen_neg_13	This  makes  it  difficult  to  listen  for  my  3  children  ,  too  . 
8_kitchen_neg_14	It  's  difficult  to  push  and  feels  like  it  's  gripping  to  the  floor  . 
8_kitchen_neg_15	It  does  n't  fit  into  any  tight  places  or  under  any  low  chairs\/cabinets  with  it  's  big  fat  part-vacuum  head  . 
8_kitchen_neg_16	And  , 
8_kitchen_neg_17	when  you  `  re  finished  , 
8_kitchen_neg_18	it  's  a  pain  to  clean  out  the  nozzle  and  the  filter 
8_kitchen_neg_19	-LRB- 
8_kitchen_neg_20	which  you  `  re  supposed  to  keep  dry  somehow  -RRB- 
8_kitchen_neg_21	so  you  can  look  forward  to  a  second  job 
8_kitchen_neg_22	once  you  `  ve  finished  the  job  of  cleaning  your  floors  . 
8_kitchen_neg_23	And  , 
8_kitchen_neg_24	"because  of  the  ""  flip  it  ""  back  and  forth  design  , "
8_kitchen_neg_25	the  thing  has  no  equilibrium  .  .  . 
8_kitchen_neg_26	it  fell  to  the  floor  at  least  3  times  , 
8_kitchen_neg_27	even  when  I  was  so  careful  to  rest  it  against  something  .  .  . 
8_kitchen_neg_28	"once  when  this  happened  ,  the  ""  dirty  water  ""  recovery  tank  hit  the  floor  ,  fell  off  the  machine "
8_kitchen_neg_29	and  spilled  the  dirty  water  all  over  my  just-cleaned  floor  . 
8_kitchen_neg_30	A  true  nightmare  . 
8_kitchen_neg_31	I  bought  this  product 
8_kitchen_neg_32	because  I  could  no  longer  buy  replacement  filters\/pads  for  my  Bissell  SteamMop  ,  and  I  thought 
8_kitchen_neg_33	I  had  better  give  the  latest  and  greatest  a  try  , 
8_kitchen_neg_34	but  ,  sadly  ,  I  was  disappointed  . 
8_kitchen_neg_35	I  do  n't  review  things  often  , 
8_kitchen_neg_36	but  I  felt  a  responsibility  to  warn  others  out  there 
8_kitchen_neg_37	who  are  shopping  for  a  good  mop  to  keep  their  homes  clean  . 
8_kitchen_neg_38	This  contraption  is  not  your  answer  . 
8_kitchen_neg_39	On  a  side  note  , 
8_kitchen_neg_40	I  wrote 
8_kitchen_neg_41	to  Bissell  to  bring  back  the  SteamMop 
8_kitchen_neg_42	-LRB-  what  an  excellent  product  -RRB-  , 
8_kitchen_neg_43	so  I  'm  hoping 
8_kitchen_neg_44	that  they  will  one  day 
11_gourmet_pos_1	I  bought  a  few  bags  of  these  noodles 
11_gourmet_pos_2	after  reading  a  very  favorable  review  of  them  on  the  Hungry  Girl  website  , 
11_gourmet_pos_3	and  I  am  glad 
11_gourmet_pos_4	that  I  did  . 
11_gourmet_pos_5	They  work  well  in  a  number  of  different  recipes  ,  are  filling  , 
11_gourmet_pos_6	"and  add  a  ""  calcium  boost  ""  to  the  dishes "
11_gourmet_pos_7	I  use  them  in  ,  for  very  few  calories  . 
11_gourmet_pos_8	"These  are  not  ""  pasta  ""  type  noodles  ,  of  course  - "
11_gourmet_pos_9	the  texture  is  different 
11_gourmet_pos_10	"-LRB-  softer  and  kind  of  ""  slippery  ""  -RRB-  , "
11_gourmet_pos_11	and  they  have  virtually  no  flavor  of  their  own  - 
11_gourmet_pos_12	they  take  on  the  flavor 
11_gourmet_pos_13	of  whatever  sauce  or  dressing  you 
11_gourmet_pos_14	use  with  them  . 
11_gourmet_pos_15	I  probably  wo  n't  use  these  noodles  with  European-style  or  American-style  sauces  such  as  marinara  or  cheese  sauce  -  those  types  of  sauces  were  created  for  grain-based  pastas  , 
11_gourmet_pos_16	which  these  are  not  . 
11_gourmet_pos_17	On  the  other  hand  ,  these  noodles  are  fine  in  such  Asian  recipes  as  Pad  Thai  ,  Lo  Mein  and  Dan-Dan  Noodes 
11_gourmet_pos_18	-LRB-  basically  ,  noodles  in  a  spicy  peanut  or  sesame  sauce  -RRB-  . 
11_gourmet_pos_19	There  are  a  lot  of  Asian-style  recipes  in  cookbooks  and  on  the  Internet 
11_gourmet_pos_20	which  are  fairly  easy  to  make  ,  taste  terrific  , 
11_gourmet_pos_21	and  work  beautifully  with  these  noodles  . 
11_gourmet_pos_22	You  can  prepare  yourself  a  real  treat  , 
11_gourmet_pos_23	if  you  use  these  noodles  in  the  types  of  recipes 
11_gourmet_pos_24	that  work  well  with  their  texture  , 
11_gourmet_pos_25	and  for  a  fraction  of  the  calories 
11_gourmet_pos_26	you  'd  eat  if  using  regular  noodles  or  rice  . 
11_gourmet_pos_27	In  short  , 
11_gourmet_pos_28	if  you  attempt  something  like  spaghetti  with  meatballs  or  chicken  cacciatore 
11_gourmet_pos_29	using  these  noodles  , 
11_gourmet_pos_30	you  `  re  likely  to  be  disappointed  , 
11_gourmet_pos_31	but  if  you  use  them  in  Pad  Thai  ,  any  type  of  curry  ,  other  Asian  dishes  ,  or  most  soups  , 
11_gourmet_pos_32	you  `  re  likely  to  find  yourself  enjoying  a  delicious  and  wonderfully  low-cal  ,  low-carb  meal  . 
11_gourmet_pos_33	One  thing 
11_gourmet_pos_34	- 
11_gourmet_pos_35	when  you  open  the  bag  , 
11_gourmet_pos_36	there  is  a  slight  ammonia-like  odor 
11_gourmet_pos_37	-LRB-  it  smells  ammonia-like  to  me  ,  anyway  -RRB-  . 
11_gourmet_pos_38	If  you  rinse  the  noodles  well 
11_gourmet_pos_39	and  then  parboil  them  for  a  few  minutes  ,  as  per  the  package  directions  , 
11_gourmet_pos_40	the  odor  really  does  disappear  . 
11_gourmet_pos_41	It  is  not  a  strong  odor  , 
11_gourmet_pos_42	it  wo  n't  permeate  your  kitchen  or  anything  like  that  , 
11_gourmet_pos_43	but  you  will  definitely  want  to  rinse  and  parboil  the  noodles  before  using  them  . 
11_gourmet_pos_44	Just  follow  the  package  directions 
18_gourmet_neg_1	I  have  an  Indian 
18_gourmet_neg_2	-LRB-  American  -RRB- 
18_gourmet_neg_3	friend  , 
18_gourmet_neg_4	that  gets  free  whole  powdered  eggs  from  the  gov  commodity  program  . 
18_gourmet_neg_5	"She  has  often  made  me  ""  yummy\/flavorfull  ""  egg  sandwiches "
18_gourmet_neg_6	-LRB-  i.  e  .  scrambled  eggs  .  .  .  -RRB-  ! 
18_gourmet_neg_7	I  decided  to  buy  some  Honeyville  &  try  it  ? 
18_gourmet_neg_8	What  a  disappointment  for  scrambled  eggs 
18_gourmet_neg_9	-LRB-  do  n't  know  about  baking  .  .  .  ?  -RRB-  ! 
18_gourmet_neg_10	1  .  Their  is  NO  flavor  , 
18_gourmet_neg_11	whatsoever  !  !  ! 
18_gourmet_neg_12	2  . 
18_gourmet_neg_13	"Sticks  ""  hard  ""  to  oiled  stainless  frying  pan "
18_gourmet_neg_14	-LRB-  fried  like  a  pancake  -RRB- 
18_gourmet_neg_15	- 
18_gourmet_neg_16	Worked  better 
18_gourmet_neg_17	when  I  mixed  in  1tsp  of  Canola  oil  ,  per  egg  .  .  . 
18_gourmet_neg_18	-LRB-  like  waffles  .  .  .  -RRB-  . 
18_gourmet_neg_19	For  1  egg  sandwich  - 
18_gourmet_neg_20	I  mix  1\/4  cup  water  ,  to  1\/4  cup  mix 
18_gourmet_neg_21	-LRB-  they  say  2-1  -RRB-  , 
18_gourmet_neg_22	which  was  a  runny  mess 
18_gourmet_neg_23	-LRB-  maybe  for  baking  ?  -RRB-  . 
18_gourmet_neg_24	Limited  shelf  life  .  .  . 
18_gourmet_neg_25	- 
18_gourmet_neg_26	I  store  unused  mix  in  the  freezer 
