PhraseIDs	Text
2_cell_pos_29	when  I  use  the  EarBoom  than  when  I  do  n't  . 
2_cell_pos_30	The  ear  gels  are  a  bit  hard  to  get 
2_cell_pos_31	used  to  . 
2_cell_pos_32	They  are  oddly  shaped 
2_cell_pos_33	-LRB- 
2_cell_pos_34	as  you  can  see  in  the  picture  -RRB-  , 
2_cell_pos_35	and  there  are  six  of  them  total  --  three  of  them  for  each  ear  . 
2_cell_pos_36	Lots  of  reviewers  complained  about  the  fit  and  comfort  of  the  ear  gels  , 
2_cell_pos_37	while  others  claim 
2_cell_pos_38	these  are  the  most  comfortable  earpieces 
2_cell_pos_39	they  `  ve  used  and  that  they  fit  perfectly  .  .  . 
2_cell_pos_40	I  can  honesly  say 
2_cell_pos_41	I  `  ve  had  both  experiences  . 
2_cell_pos_42	When  I  first  got  this  unit  the  earpiece  kept  falling  out  everytime 
2_cell_pos_43	that  I  would  turn  my  head  : 
2_cell_pos_44	\*  very  \*  frustrating  . 
2_cell_pos_45	I  tried 
2_cell_pos_46	pushing  it  into  my  ear  as  hard  as  I  could  , 
2_cell_pos_47	I  tried 
2_cell_pos_48	holding  it  in  place  with  my  hand  ,  but  that  only  seemed  to  defeat  the  purpose  of  having  a  hands-free  earpiece  . 
2_cell_pos_49	Nothing  seemed  to  work  . 
2_cell_pos_50	I  was  thinking  of  returning  it  . 
2_cell_pos_51	I  was  thinking  of  throwing  it  into  traffic  on  I-95  . 
2_cell_pos_52	And  then  one  day  ,  somehow  ,  I  came  to  the  realization  that  you  have  to  sort  of  twist  it  into  your  ear  --  with  the  little  poky-out  part  stuck  in  the  fold  of  your  ear  next  to  the  ear  canal 
2_cell_pos_53	-LRB-  not  the  fold  on  the  top  of  your  ear  ; 
2_cell_pos_54	if  you  do 
2_cell_pos_55	that  it  `  ll  just  pop  out  again  -RRB-  -- 
2_cell_pos_56	and  then  \*  voila  \*  it  stays  put  . 
2_cell_pos_57	Matter  o  '  fact  , 
2_cell_pos_58	it  `  ll  stay  put  so  well  that  it  `  ll  be  a  little  bit  difficult 
2_cell_pos_59	--  even  \*  painful  \*  -- 
2_cell_pos_60	to  get  out  again  . 
2_cell_pos_61	I  can  imagine  that  people  with  different  ear  sizes  ,  different  patience  levels  ,  and  lower  IQs  might  have  different  experiences  than  my  own  . 
2_cell_pos_62	But  all  I  can  say  is  that  once  I  had  this  little  bugger 
2_cell_pos_63	figured  out  , 
2_cell_pos_64	I  was  golden  . 
2_cell_pos_65	I  love  this  thing 
2_cell_pos_66	and  almost  never  talk  on  the  phone  without  it  . 
2_cell_pos_67	Admittedly  , 
2_cell_pos_68	it  is  a  bit  difficult  to  get  into  your  ear  -- 
2_cell_pos_69	I  'd  say 
2_cell_pos_70	it  takes  upward  of  2  seconds  to  get  in  properly 
2_cell_pos_71	-LRB-  before  you  `  re  good  and  practiced  at  it  -RRB-  , 
2_cell_pos_72	which  may  not  sound  like  a  lot  , 
2_cell_pos_73	but  it  's  long  enough 
2_cell_pos_74	to  not  recognize  somebody  's  voice  or  hear  the  first  sentence  they  say  ,  or  whatever  . 
2_cell_pos_75	A  \*  very  mild  \*  frustration  . 
2_cell_pos_76	But  like  all  things  good  and  pleasant  , 
2_cell_pos_77	it  takes  a  little  practice 
2_cell_pos_78	to  get  it  just  right  and  now  I  have  it  so  that  I  can  answer  the  phone  ,  slip  the  EarBoom  in  my  ear 
2_cell_pos_79	and  start  a  conversation 
2_cell_pos_80	without  missing  a  beat  . 
2_cell_pos_81	In  fact  ,  I  find  this  earpiece  to  be  so  comfortable 
2_cell_pos_82	that  I  forget 
2_cell_pos_83	that  it  's  in  until  I  go  to  scratch  my  ear  or  something  ! 
2_cell_pos_84	The  other  complaint  that  I  saw  on  here  was  that  it  's  not  compatible  with  Nokia  phones  . 
2_cell_pos_85	In  fact  , 
2_cell_pos_86	it  even  says 
2_cell_pos_87	right 
2_cell_pos_88	on  the  package  that  it  's  not  compatible  with  Nokia  . 
2_cell_pos_89	That  's  funny  , 
2_cell_pos_90	I  have  a  Nokia  3589i 
2_cell_pos_91	and  it  works  just  fine  . 
2_cell_pos_92	They  make  two  other  models  of  EarBoom 
2_cell_pos_93	-LRB-  one  of  which  clearly  would  not  have  worked  with  my  phone  -RRB-  , 
2_cell_pos_94	both  of  which  claim  to  be  Nokia  compatible  , 
2_cell_pos_95	and  \*  neither  \*  of  those  works  with  my  phone  ! 
2_cell_pos_96	Confusing  ? 
2_cell_pos_97	Yes  ! 
2_cell_pos_98	The  problem  is  it  does  n't  work  with  \*  all  \*  Nokia  phones  . 
2_cell_pos_99	While  browsing  at  the  store 
2_cell_pos_100	I  noticed  that  the  ones 
2_cell_pos_101	that  claimed  to  be  Nokia  compatible  had  a  list  of  phones 
2_cell_pos_102	that  it  works  with  , 
2_cell_pos_103	but  it  did  n't  include  mine 
2_cell_pos_104	-LRB-  it  included  one 
2_cell_pos_105	that  was  ,  numerically  speaking  ,  very  close  to  my  model  : 
2_cell_pos_106	the  3590  -RRB-  ; 
2_cell_pos_107	which  piqued  my  curiosity  . 
2_cell_pos_108	And  so  I  went  to  the  friendly  manager  of  the  store  that  I  was  in  and  he  opened  two  of  the  different  packages  for  me 
2_cell_pos_109	and  let 
2_cell_pos_110	me  test  both  of  them  . 
2_cell_pos_111	One  of  them  worked  ,  the  other  did  n't  . 
2_cell_pos_112	The  strange  part  of  it  was  that  we  could  n't  see  a  visible  difference  in  the  two  units  .  .  . 
2_cell_pos_113	and  then  one  of  us  noticed  that  on  one  of  them  the  jack  had  two  small  black  stripes  around  it 
2_cell_pos_114	-LRB-  that  's  this  one  ,  and  if  you  look  closely  at  the  picture 
2_cell_pos_115	you  can  see  them  -RRB-  , 
2_cell_pos_116	while  the  other  one 
2_cell_pos_117	-LRB-  the  one  marked  as  Nokia  compatible  -RRB- 
2_cell_pos_118	had  three  . 
2_cell_pos_119	Hmmm  .  .  . 
2_cell_pos_120	Curious  . 
2_cell_pos_121	So  my  advice  is  to  either  know  your  phone  well 
2_cell_pos_122	-LRB-  as  in  ,  have  the  little  book  handy  -RRB- 
2_cell_pos_123	or  ask  for  help 
2_cell_pos_124	before  purchasing  . 
2_cell_pos_125	All  in  all  4  of  5  stars  . 
2_cell_pos_126	I  'd  give  it  5  stars  on  performance  and  comfort  , 
2_cell_pos_127	but  have  to  take  it  down  a  notch  for  an  extended  period  of  getting  used  to  it  and  for  confusing  packaging  . 
2_cell_pos_128	Addendum  : 
2_cell_pos_129	Several  months  later  the  little  piece  of  foam  has  fallen  from  the  end  of  the  boom  so  that  any  sound  from  the  wind  becomes  almost  unbearably  loud  for  the  person  at  the  other  end  .  .  . 
2_cell_pos_130	And  living  in  windy  Providence  , 
2_cell_pos_131	this  is  a  bit  of  an  annoyance  . 
2_cell_pos_132	Also  ,  for  a  while 
2_cell_pos_133	I  was  having  a  problem 
2_cell_pos_134	where  the  earpiece  would  cut  out  for  seconds  at  a  time  so  that  I  could  n't  hear  the  person  on  the  other  end  of  the  line 
2_cell_pos_135	-LRB-  and  ,  likewise  , 
2_cell_pos_136	they  could  n't  hear  me  -RRB- 
2_cell_pos_137	unless  I  jiggled  the  little  jack  . 
2_cell_pos_138	This  was  \*  very  \*  FRUSTRATING  . 
2_cell_pos_139	\*\* 
2_cell_pos_140	Now  ,  for  some  reason  , 
2_cell_pos_141	I  'm  not  having  that  problem  anymore  . 
2_cell_pos_142	I  'm  not  really  sure  if  the  problem  was  due  to  my  phone  or  the  EarBoom  . 
2_cell_pos_143	Either  way  ,  it  's  something  buyers  should  be  aware  of 
20_kitchen_pos_1	"It  's  a  three-piece  roasting  rack  --  two  sides  and  a  long  ""  pin  "" "
20_kitchen_pos_2	that  holds  them  together  . 
20_kitchen_pos_3	When  assembled 
20_kitchen_pos_4	it  has  a  rounded  bottom  and  tall  sides  with  handles  . 
20_kitchen_pos_5	It  's  supposed  to  handle  up  to  a  25  lb  turkey  , 
20_kitchen_pos_6	and 
20_kitchen_pos_7	after  using  it  with  a  22  lb  turkey  I  believe  that  claim  . 
20_kitchen_pos_8	The  tall  sides  and  handles  make 
20_kitchen_pos_9	it  easy 
20_kitchen_pos_10	to  remove  your  turkey  from  your  roasting  pan  , 
20_kitchen_pos_11	and  the  wide  rounded  base  holds  the  turkey  nicely  up  out  of  the  drippings  without  crushing  the  rib  cage 
20_kitchen_pos_12	the  way  angled 
20_kitchen_pos_13	racks  do  . 
20_kitchen_pos_14	In  fact  ,  my  only  beef  with  the  shape  was  that  it  was  too  wide  to  fit  in  our  Maxam  Steel  Roaster  , 
20_kitchen_pos_15	which  is  currently  my  favorite  roasting  pan  . 
20_kitchen_pos_16	The  truly  cool  thing  about  this  rack  ,  however  ,  is  n't  the  handles  or  the  shape  . 
20_kitchen_pos_17	It  's  that  nifty  pin  at  the  bottom  . 
20_kitchen_pos_18	You  see  , 
20_kitchen_pos_19	you  just  put  your  racked  turkey  down  on  its  carving  platter 
20_kitchen_pos_20	and  pull  the  pin  , 
20_kitchen_pos_21	then 
20_kitchen_pos_22	you  simply  remove  the  sides  . 
20_kitchen_pos_23	That  's  it  . 
20_kitchen_pos_24	They  pull  right  away  from  the  turkey  , 
20_kitchen_pos_25	leaving  it  behind  on  its  platter  . 
20_kitchen_pos_26	No  more  trying  to  lever  it  out  of  your  pan  or  off  of  its  rack  ; 
20_kitchen_pos_27	it  's  right 
20_kitchen_pos_28	where  you  want  it  already  . 
20_kitchen_pos_29	For  all  of  its  non-stick  properties  the  rack  did  take  some  real  elbow-grease 
20_kitchen_pos_30	to  clean  --  particularly 
20_kitchen_pos_31	when  trying  to  get  turkey  goo  out  of  the  crevices  between  bars  -- 
20_kitchen_pos_32	but  that  is  n't  very  surprising  . 
20_kitchen_pos_33	It  does  make 
20_kitchen_pos_34	it  unfortunate  that  the  dishwasher  is  not  recommended  for  this  product  ,  however  . 
20_kitchen_pos_35	Also  , 
20_kitchen_pos_36	there  is  one  problem 
20_kitchen_pos_37	that  did  bother  us  ; 
20_kitchen_pos_38	it  seems 
20_kitchen_pos_39	that  some  of  the  non-stick  coating  at  the  bottom  of  the  rack  flaked  off  during  cooking  . 
20_kitchen_pos_40	We  thought 
20_kitchen_pos_41	that  perhaps  the  initial  30  minutes  at  500  F  was  too  high  a  temperature  for  the  rack  , 
20_kitchen_pos_42	but  there  is  no  maximum  temperature 
20_kitchen_pos_43	listed  on  the  packaging  that  I  could  find  . 
20_kitchen_pos_44	I  'm  still  giving  this  item  a  rating  of  four 
20_kitchen_pos_45	because  it  's  just  so  incredibly  cool  an  idea  ,  and  so  remarkably  useful  , 
20_kitchen_pos_46	but  I  have  to  admit 
20_kitchen_pos_47	that  I  'm  not  thrilled  with  the  idea  of  a  non-stick  coating 
20_kitchen_pos_48	that  flakes  , 
20_kitchen_pos_49	and  I  wish 
20_kitchen_pos_50	the  item  was  dishwasher-safe  . 
20_kitchen_pos_51	I  'd  love  to  see  Cuisipro  develop  a  version  of  this  item 
20_kitchen_pos_52	made  out  of  a  better  material 
20_kitchen_neg_1	I  think  this  may  be  a  great  product  , 
20_kitchen_neg_2	and  is  why  I  bought  it  . 
20_kitchen_neg_3	However  ,  mine  NEVER  worked 
20_kitchen_neg_4	-LRB-  and  hence  was  never  actually  used  , 
20_kitchen_neg_5	it  was  just  taken  out  of  the  box  !  -RRB- 
20_kitchen_neg_6	The  remote  would  beep  the  collar 
20_kitchen_neg_7	but  not  spray  . 
20_kitchen_neg_8	Seller  did  have  manufacturer  send  new  batteries 
20_kitchen_neg_9	-LRB- 
20_kitchen_neg_10	which  further  delayed  my 
20_kitchen_neg_11	getting  a  good  response  to  this  situation  -RRB-  . 
20_kitchen_neg_12	New  batteries  arrived  ,  item  still  did  n't  spray  , 
20_kitchen_neg_13	but  seller  would  only  refer  me  to  dealing  directly  with  the  manufacturer  , 
20_kitchen_neg_14	to  get  a  replacement  , 
20_kitchen_neg_15	even  though  I  responded 
20_kitchen_neg_16	within  their  advertised  30  day  return  policy  . 
20_kitchen_neg_17	Please  read  seller  information  and  return  policies  CAREFULLY  ! 
20_kitchen_neg_18	Even  if  you  get 
20_kitchen_neg_19	them  to  take  something  back 
20_kitchen_neg_20	-LRB- 
20_kitchen_neg_21	only  if  never  opened  .  .  . 
20_kitchen_neg_22	if  opened  and  does  n't  work  , 
20_kitchen_neg_23	they  toss 
20_kitchen_neg_24	you 
20_kitchen_neg_25	to  the  manufacturer  -RRB-  , 
20_kitchen_neg_26	there  is  a  25  %  RESTOCKING  FEE  !  !  !  !  !  !  !  !  !  !  !  !  !  ! 
20_kitchen_neg_27	Pretty  exorbitant  and  not  Amazon  type  service  I  have  come  to  expect  over  many  years  of  buying  from  Amazon  ! 
20_kitchen_neg_28	Be  very  careful  of  sellers 
20_kitchen_neg_29	that  are  not  Amazon  .  .  .  sometimes  it  is  n't  very  clear  it  is  not  Amazon  . 
20_kitchen_neg_30	My  feedback  on  Seller  is  on  feedback  page  and  seller  responded  , 
20_kitchen_neg_31	but  I  do  n't  get  a  chance 
20_kitchen_neg_32	to  respond  to  their  feedback  , 
20_kitchen_neg_33	which  gives  the  misconception 
20_kitchen_neg_34	that  I  actually  used  this  product  ! 
20_kitchen_neg_35	I  could  n't  have  used  it 
20_kitchen_neg_36	as  it  did  n't  work  ! 
20_kitchen_neg_37	If  you  want  to  buy  this  , 
20_kitchen_neg_38	I  'd  recommend  a  reputable  pet  store  such  as  Pet  Smart 
20_kitchen_neg_39	where  you  can  easily  take  an  item  back  if  it  does  n't  work  and  get  a  refund  . 
20_kitchen_neg_40	Even  if  they  are  willing  to  replace  something  , 
20_kitchen_neg_41	you  may  not  want  to  risk  having  future  problems  with  it  in  a  month  or  two 
20_kitchen_neg_42	and  would  want  a  refund  , 
20_kitchen_neg_43	which  most  stores  have  no  problem  with  doing  for  you  . 
20_kitchen_neg_44	Next  time  I  go  the  established  pet  stores 
14_gourmet_pos_1	I  have  been  using  a  Chemex  10-cup  coffee  maker  for  almost  a  year 
14_gourmet_pos_2	and  have  never  had  such  good  coffee  before  in  my  life  . 
14_gourmet_pos_3	I  am  constantly  looking  forward  to  my  next  pot  of  coffee  ! 
14_gourmet_pos_4	There  is  a  downside  to  this  coffee  maker  : 
14_gourmet_pos_5	it  is  a  more  manual  procedure  than  what  you  are  used  to  , 
14_gourmet_pos_6	and  it  also  takes  a  couple  of  pots 
14_gourmet_pos_7	to  learn 
14_gourmet_pos_8	how  to  use  this  most  efficiently  . 
14_gourmet_pos_9	The  first  time  I  tried  to  use  mine  , 
14_gourmet_pos_10	I  had  ground  my  coffee  way  too  finely  and  it  just  took  forever  ! 
14_gourmet_pos_11	The  big  time  consumers  : 
14_gourmet_pos_12	you  have  to  boil  your  water  separately 
14_gourmet_pos_13	-LRB-  you  do  have  a  water  kettle  right  ?  -RRB- 
14_gourmet_pos_14	and  then  you  have  to  gradually  pour  the  boiled  water  through  the  Chemex  . 
14_gourmet_pos_15	This  means  that  while  the  coffee  is  brewing  , 
14_gourmet_pos_16	you  are  pouring  ,  or  watching  ,  or  giving  the  filter  area  a  bit  of  a  stir  . 
14_gourmet_pos_17	Now  the  up  side  : 
14_gourmet_pos_18	you  will  never  ever  ever  drink  a  better  cup  of  coffee  . 
14_gourmet_pos_19	I  use  filtered  water  ,  freshly  ground  home  roasted  beans  ,  and  this  Chemex  to  produce  the  finest  coffee 
14_gourmet_pos_20	I  have  ever  had  the  pleasure  of  drinking  . 
14_gourmet_pos_21	And  this  coffee  is  a  pleasure  ! 
14_gourmet_pos_22	In  fact  , 
14_gourmet_pos_23	I  `  ve  totally  given  up  using  cream  and  sugar 
14_gourmet_pos_24	because  my  coffee  no  longer  has  anything  to  hide  . 
14_gourmet_pos_25	Another  up  side  : 
14_gourmet_pos_26	clean  up  means 
14_gourmet_pos_27	swishing  the  Chemex  with  warm  water 
14_gourmet_pos_28	and  tossing  the  water  down  the  drain  . 
14_gourmet_pos_29	You  can  also  wash  with  a  bottle  brush 
14_gourmet_pos_30	but  this  is  rarely  necessary  . 
14_gourmet_pos_31	A  brief  swish  is  really  all 
14_gourmet_pos_32	it  takes  to  get  your  Chemex 
14_gourmet_pos_33	looking  factory  new  . 
14_gourmet_pos_34	Try  that  with  your  electric  drip  machine  ! 
14_gourmet_pos_35	Ha  ! 
14_gourmet_pos_36	That  thing  will  NEVER  look  brand  new  ! 
14_gourmet_pos_37	Oh  ,  here  's  a  final  upside  : 
14_gourmet_pos_38	this  Chemex  brews  the  best  coffee 
14_gourmet_pos_39	you  `  ll  ever  drink  , 
14_gourmet_pos_40	and  it  costs  less  than  just  about  anything  . 
14_gourmet_pos_41	You  are  probably  already  spending  more  money  than  this  every  month  at  Starbucks  ! 
14_gourmet_pos_42	Go  ahead 
14_gourmet_pos_43	and  buy  yourself  one  of  these  . 
14_gourmet_pos_44	If  necessary  ,  wake  up  10  minutes  earlier  to  make  your  coffee  . 
14_gourmet_pos_45	Better  yet  ,  wake  up  20  minutes  earlier  . 
14_gourmet_pos_46	And 
14_gourmet_pos_47	when  your  coffee  is  ready  ,  instead  of  dumping  it  into  a  travel  cup 
14_gourmet_pos_48	and  bolting  out  the  door  ,  sit  down 
14_gourmet_pos_49	and  enjoy  your  first  cup  for  the  next  10  minutes  . 
14_gourmet_pos_50	You  deserve  it 
13_gourmet_neg_1	These  big  internet  companies  are  so  good  at  screwing  their  companies  . 
13_gourmet_neg_2	Do  you  see 
13_gourmet_neg_3	how 
13_gourmet_neg_4	this  scam  works  ?  ?  ? 
13_gourmet_neg_5	"They  sell  ""  FRESH  WHOLE  RABBIT  "" "
13_gourmet_neg_6	but  when  I  order  it  , 
13_gourmet_neg_7	there  's  no  head  or  skin  ! 
13_gourmet_neg_8	Can 
13_gourmet_neg_9	you  believe  ?  ! 
13_gourmet_neg_10	Uh  , 
13_gourmet_neg_11	excuse  me  , 
13_gourmet_neg_12	do  you  think  a  headless  rabbit 
13_gourmet_neg_13	"missing  its  entire  skin  is  ""  WHOLE  ""  ?  ?  ? "
13_gourmet_neg_14	This  is  totally  misleading  . 
13_gourmet_neg_15	I  have  contacted  Amazon  3  times  asking  them  to  please  send  me  the  skin  ,  feet  , 
13_gourmet_neg_16	and  head  so  I  have  the  complete  set 
13_gourmet_neg_17	and  they  have  ignored  me  or  sent  me  autoresponder  emails 
13_gourmet_neg_18	that  do  n't  specifically  address  the  missing  head  and  so  on  . 
13_gourmet_neg_19	What  they  do  , 
13_gourmet_neg_20	I  'm  guessing  ,  is  then  resell  rabbit  heads  ,  rabbit  feet  ,  and  bloody  rabbit  scalps  on  another  part  of  this  website  , 
13_gourmet_neg_21	and  it  's  all  pure  profit  . 
13_gourmet_neg_22	What  a  CROCK 
