PhraseIDs	Text
1_cell_pos_30	The  ear  gels  are  a  bit  hard  to  get 
1_cell_pos_31	used  to  . 
1_cell_pos_32	They  are  oddly  shaped 
1_cell_pos_33	-LRB- 
1_cell_pos_34	as  you  can  see  in  the  picture  -RRB-  , 
1_cell_pos_35	and  there  are  six  of  them  total  --  three  of  them  for  each  ear  . 
1_cell_pos_36	Lots  of  reviewers  complained  about  the  fit  and  comfort  of  the  ear  gels  , 
1_cell_pos_37	while  others  claim 
1_cell_pos_38	these  are  the  most  comfortable  earpieces 
1_cell_pos_39	they  `  ve  used  and  that  they  fit  perfectly  .  .  . 
1_cell_pos_40	I  can  honesly  say 
1_cell_pos_41	I  `  ve  had  both  experiences  . 
1_cell_pos_42	When  I  first  got  this  unit  the  earpiece  kept  falling  out  everytime 
1_cell_pos_43	that  I  would  turn  my  head  : 
1_cell_pos_44	\*  very  \*  frustrating  . 
1_cell_pos_45	I  tried 
1_cell_pos_46	pushing  it  into  my  ear  as  hard  as  I  could  , 
1_cell_pos_47	I  tried 
1_cell_pos_48	holding  it  in  place  with  my  hand  ,  but  that  only  seemed  to  defeat  the  purpose  of  having  a  hands-free  earpiece  . 
1_cell_pos_49	Nothing  seemed  to  work  . 
1_cell_pos_50	I  was  thinking  of  returning  it  . 
1_cell_pos_51	I  was  thinking  of  throwing  it  into  traffic  on  I-95  . 
1_cell_pos_52	And  then  one  day  ,  somehow  ,  I  came  to  the  realization  that  you  have  to  sort  of  twist  it  into  your  ear  --  with  the  little  poky-out  part  stuck  in  the  fold  of  your  ear  next  to  the  ear  canal 
1_cell_pos_53	-LRB-  not  the  fold  on  the  top  of  your  ear  ; 
1_cell_pos_54	if  you  do 
1_cell_pos_55	that  it  `  ll  just  pop  out  again  -RRB-  -- 
1_cell_pos_56	and  then  \*  voila  \*  it  stays  put  . 
1_cell_pos_57	Matter  o  '  fact  , 
1_cell_pos_58	it  `  ll  stay  put  so  well  that  it  `  ll  be  a  little  bit  difficult 
1_cell_pos_59	--  even  \*  painful  \*  -- 
1_cell_pos_60	to  get  out  again  . 
1_cell_pos_61	I  can  imagine  that  people  with  different  ear  sizes  ,  different  patience  levels  ,  and  lower  IQs  might  have  different  experiences  than  my  own  . 
1_cell_pos_62	But  all  I  can  say  is  that  once  I  had  this  little  bugger 
1_cell_pos_63	figured  out  , 
1_cell_pos_64	I  was  golden  . 
1_cell_pos_65	I  love  this  thing 
1_cell_pos_66	and  almost  never  talk  on  the  phone  without  it  . 
1_cell_pos_67	Admittedly  , 
1_cell_pos_68	it  is  a  bit  difficult  to  get  into  your  ear  -- 
1_cell_pos_69	I  'd  say 
1_cell_pos_70	it  takes  upward  of  2  seconds  to  get  in  properly 
1_cell_pos_71	-LRB-  before  you  `  re  good  and  practiced  at  it  -RRB-  , 
1_cell_pos_72	which  may  not  sound  like  a  lot  , 
1_cell_pos_73	but  it  's  long  enough 
1_cell_pos_74	to  not  recognize  somebody  's  voice  or  hear  the  first  sentence  they  say  ,  or  whatever  . 
1_cell_pos_75	A  \*  very  mild  \*  frustration  . 
1_cell_pos_76	But  like  all  things  good  and  pleasant  , 
1_cell_pos_77	it  takes  a  little  practice 
1_cell_pos_78	to  get  it  just  right  and  now  I  have  it  so  that  I  can  answer  the  phone  ,  slip  the  EarBoom  in  my  ear 
1_cell_pos_79	and  start  a  conversation 
1_cell_pos_80	without  missing  a  beat  . 
1_cell_pos_81	In  fact  ,  I  find  this  earpiece  to  be  so  comfortable 
1_cell_pos_82	that  I  forget 
1_cell_pos_83	that  it  's  in  until  I  go  to  scratch  my  ear  or  something  ! 
1_cell_pos_84	The  other  complaint  that  I  saw  on  here  was  that  it  's  not  compatible  with  Nokia  phones  . 
1_cell_pos_85	In  fact  , 
1_cell_pos_86	it  even  says 
1_cell_pos_87	right 
1_cell_pos_88	on  the  package  that  it  's  not  compatible  with  Nokia  . 
1_cell_pos_89	That  's  funny  , 
1_cell_pos_90	I  have  a  Nokia  3589i 
1_cell_pos_91	and  it  works  just  fine  . 
1_cell_pos_92	They  make  two  other  models  of  EarBoom 
1_cell_pos_93	-LRB-  one  of  which  clearly  would  not  have  worked  with  my  phone  -RRB-  , 
1_cell_pos_94	both  of  which  claim  to  be  Nokia  compatible  , 
1_cell_pos_95	and  \*  neither  \*  of  those  works  with  my  phone  ! 
1_cell_pos_96	Confusing  ? 
1_cell_pos_97	Yes  ! 
1_cell_pos_98	The  problem  is  it  does  n't  work  with  \*  all  \*  Nokia  phones  . 
1_cell_pos_99	While  browsing  at  the  store 
1_cell_pos_100	I  noticed  that  the  ones 
1_cell_pos_101	that  claimed  to  be  Nokia  compatible  had  a  list  of  phones 
1_cell_pos_102	that  it  works  with  , 
1_cell_pos_103	but  it  did  n't  include  mine 
1_cell_pos_104	-LRB-  it  included  one 
1_cell_pos_105	that  was  ,  numerically  speaking  ,  very  close  to  my  model  : 
1_cell_pos_106	the  3590  -RRB-  ; 
1_cell_pos_107	which  piqued  my  curiosity  . 
1_cell_pos_108	And  so  I  went  to  the  friendly  manager  of  the  store  that  I  was  in  and  he  opened  two  of  the  different  packages  for  me 
1_cell_pos_109	and  let 
1_cell_pos_110	me  test  both  of  them  . 
1_cell_pos_111	One  of  them  worked  ,  the  other  did  n't  . 
1_cell_pos_112	The  strange  part  of  it  was  that  we  could  n't  see  a  visible  difference  in  the  two  units  .  .  . 
1_cell_pos_113	and  then  one  of  us  noticed  that  on  one  of  them  the  jack  had  two  small  black  stripes  around  it 
1_cell_pos_114	-LRB-  that  's  this  one  ,  and  if  you  look  closely  at  the  picture 
1_cell_pos_115	you  can  see  them  -RRB-  , 
1_cell_pos_116	while  the  other  one 
1_cell_pos_117	-LRB-  the  one  marked  as  Nokia  compatible  -RRB- 
1_cell_pos_118	had  three  . 
1_cell_pos_119	Hmmm  .  .  . 
1_cell_pos_120	Curious  . 
1_cell_pos_121	So  my  advice  is  to  either  know  your  phone  well 
1_cell_pos_122	-LRB-  as  in  ,  have  the  little  book  handy  -RRB- 
1_cell_pos_123	or  ask  for  help 
1_cell_pos_124	before  purchasing  . 
1_cell_pos_125	All  in  all  4  of  5  stars  . 
1_cell_pos_126	I  'd  give  it  5  stars  on  performance  and  comfort  , 
1_cell_pos_127	but  have  to  take  it  down  a  notch  for  an  extended  period  of  getting  used  to  it  and  for  confusing  packaging  . 
1_cell_pos_128	Addendum  : 
1_cell_pos_129	Several  months  later  the  little  piece  of  foam  has  fallen  from  the  end  of  the  boom  so  that  any  sound  from  the  wind  becomes  almost  unbearably  loud  for  the  person  at  the  other  end  .  .  . 
1_cell_pos_130	And  living  in  windy  Providence  , 
1_cell_pos_131	this  is  a  bit  of  an  annoyance  . 
1_cell_pos_132	Also  ,  for  a  while 
1_cell_pos_133	I  was  having  a  problem 
1_cell_pos_134	where  the  earpiece  would  cut  out  for  seconds  at  a  time  so  that  I  could  n't  hear  the  person  on  the  other  end  of  the  line 
1_cell_pos_135	-LRB-  and  ,  likewise  , 
1_cell_pos_136	they  could  n't  hear  me  -RRB- 
1_cell_pos_137	unless  I  jiggled  the  little  jack  . 
1_cell_pos_138	This  was  \*  very  \*  FRUSTRATING  . 
1_cell_pos_139	\*\* 
1_cell_pos_140	Now  ,  for  some  reason  , 
1_cell_pos_141	I  'm  not  having  that  problem  anymore  . 
1_cell_pos_142	I  'm  not  really  sure  if  the  problem  was  due  to  my  phone  or  the  EarBoom  . 
1_cell_pos_143	Either  way  ,  it  's  something  buyers  should  be  aware  of 
15_kitchen_pos_1	After  3  -1  \/  2  years  of  pulling  4  to  8  shots  of  expresso  per  day  , 
15_kitchen_pos_2	and  steaming  hundreds  of  gallons  of  delicious  foamy  milk  , 
15_kitchen_pos_3	this  little  steam  toy  still  works  like  new  . 
15_kitchen_pos_4	Better  than  new  ,  actually  , 
15_kitchen_pos_5	because  it  has  a  better  operator  . 
15_kitchen_pos_6	Good  results  require 
15_kitchen_pos_7	a  bit  of  experimentation  with  the  variables  of  different  grinds  and  quantities  of  coffee 
15_kitchen_pos_8	and  durations  of  extraction  . 
15_kitchen_pos_9	I  `  ve  come  home  many  times  to  discover 
15_kitchen_pos_10	that  I  'd 
15_kitchen_pos_11	left  the  electric  switch  on  all  day  ,  but  not  to  fear  , 
15_kitchen_pos_12	the  thing  does  n't  burn  up  ,  so  far  . 
15_kitchen_pos_13	On  other  occasions  , 
15_kitchen_pos_14	I  `  ve  overloaded  the  pump  by  letting  the  reservoir  run  dry 
15_kitchen_pos_15	and  then  adding  water 
15_kitchen_pos_16	to  try  to  resume  extraction  through  a  filter 
15_kitchen_pos_17	that  had  become  clogged  from  the  interruption  of  the  flow  of  water  . 
15_kitchen_pos_18	The  pump  keeps 
15_kitchen_pos_19	going  even  with  the  output 
15_kitchen_pos_20	blocked  down  to  a  trickle  . 
15_kitchen_pos_21	This  will  happen  to  you 
15_kitchen_pos_22	from  time  to  time 
15_kitchen_pos_23	because  you  will  neglect  to  refill  the  reservoir  . 
15_kitchen_pos_24	When  it  happens  ,  just  start  over  with  dry  coffee  . 
15_kitchen_pos_25	You  will  also  need  to  buy  a  small  diameter  tamper  - 
15_kitchen_pos_26	mine  is  49mm  . 
15_kitchen_pos_27	The  expresso  liquor  always  has  crema 
15_kitchen_pos_28	and  never  tastes  sour  to  me  , 
15_kitchen_pos_29	even  when  using  cheap  brands  of  dark  roast  like  Eight  O  Clock  and  Community  Coffee  . 
15_kitchen_pos_30	Everything  I  `  ve  said 
15_kitchen_pos_31	about  the  brilliance  of  this  machine  is  contingent  ,  howver  ,  on  the  coffee  grinder  . 
15_kitchen_pos_32	Without  a  good  grinder  , 
15_kitchen_pos_33	you  might  as  well  just  make  drip  coffee  . 
15_kitchen_pos_34	The  secret  good  expresso  ,  in  my  experience  ,  is  25  %  expresso  machine  and  75  %  grinder  . 
15_kitchen_pos_35	A  good  grinder  is  the  Gaggia  , 
15_kitchen_pos_36	which  I  bought  from  amazon  for  $  175  with  a  discount  ,  or  the  Rancillio  Rocky  , 
15_kitchen_pos_37	which  I  would  have  gotten  in  the  first  place  had  I  understood  the  importance  of  an  excellent  grinder  . 
15_kitchen_pos_38	This  machine  is  small  and  light  enough 
15_kitchen_pos_39	to  take  with  you 
15_kitchen_pos_40	to  the  motel 
15_kitchen_pos_41	when  you  `  re  on  a  road  trip  ,  and  cheap  enough 
15_kitchen_pos_42	to  leave  behind  if  you  forget  to  put  it  in  your  car  the  next  morning  . 
15_kitchen_pos_43	My  next  expresso  machine  will  be  much  more  expensive  , 
15_kitchen_pos_44	but  not 
15_kitchen_pos_45	because  I  'm  trying  to  obtain  a  higher  quality  brew  . 
15_kitchen_pos_46	My  only  reasons  for  paying  more  are  to  get  double  shots  and  the  solenoid  valve  , 
15_kitchen_pos_47	which  will  eliminate  the  spills 
15_kitchen_pos_48	of  hot  soupy  grounds 
15_kitchen_pos_49	when  emptying  the  porta-filter  . 
15_kitchen_pos_50	Also  , 
15_kitchen_pos_51	when  you  get  familiar  with  the  operation  of  a  machine  , 
15_kitchen_pos_52	you  'd  like  it  to  last  so  you  do  n't  have  to  learn  a  new  set  of  techniques 
18_kitchen_neg_1	"Do  not  be  tricked  into  buying  an  ""  easy  ""  sharpener  . "
18_kitchen_neg_2	They  DO  NOT  work  . 
18_kitchen_neg_3	Spend  the  same  money 
18_kitchen_neg_4	-LRB-  or  less  !  -RRB- 
18_kitchen_neg_5	on  a  good  stone  set  that  has  various  angles 
18_kitchen_neg_6	-LRB-  i.  e  .  Lansky  ,  w  \/  17  ,  20  ,  25  ,  and  30  degree  angles  , 
18_kitchen_neg_7	and  3-5  stones  : 
18_kitchen_neg_8	"use  20  degrees  for  your  ""  slicing  "" "
18_kitchen_neg_9	and  paring  knives  , 
18_kitchen_neg_10	and  25  degrees  for  you 
18_kitchen_neg_11	chefs  -RRB-  . 
18_kitchen_neg_12	I  opted  for  the  stone  set 
18_kitchen_neg_13	-LRB-  I  'm  a  bit  of  a  purist  -RRB-  , 
18_kitchen_neg_14	but  I  `  ve  heard  good  remarks  about  the  diamond  set  ,  too  ; 
18_kitchen_neg_15	the  3  grit  set  is  all 
18_kitchen_neg_16	you  really  need  : 
18_kitchen_neg_17	coarse  ,  medium  ,  and  fine  -  get  the  ultra  fine  if  your  sharpening  razors  and  such  . 
18_kitchen_neg_18	With  proper  care  ,  and  light  steel  use 
18_kitchen_neg_19	-LRB-  it  's  the  re-aligning  tool  ,  not  the  sharpening  device  -  be  gentle  -RRB-  , 
18_kitchen_neg_20	you  `  ll  probably  only  need  to  touch-up  your  edge 
18_kitchen_neg_21	once  every  year  or  two  , 
18_kitchen_neg_22	depending  on  the  work  load  you  put  on  your  knife  . 
18_kitchen_neg_23	But  , 
18_kitchen_neg_24	if  you  do  seriously  muck  the  edge  up  , 
18_kitchen_neg_25	you  `  ll  have  a  system 
18_kitchen_neg_26	"that  can  repair  your  knife  to  ""  good  as  new  ""  condition  . "
18_kitchen_neg_27	My  chef  fell  onto  the  tile  floor  ,  point  first  , 
18_kitchen_neg_28	and  I  had  a  wonderfully  sharpened  instrument  30  minutes  later  . 
18_kitchen_neg_29	The  normal  touch-up  takes  less  than  5  minutes  per  blade  . 
18_kitchen_neg_30	And  , 
18_kitchen_neg_31	at  thirty  dollars 
18_kitchen_neg_32	to  have  5  knives  professionally  sharpened  , 
18_kitchen_neg_33	you  `  ll  be  ahead  of  the  game 
18_kitchen_neg_34	after  the  first  use  ! 
18_kitchen_neg_35	Hint  : 
18_kitchen_neg_36	use  a  5X  +  magnifying  glass\/loupe  to  inspect  your  edge  -  by  carefully  rolling  the  knife 
18_kitchen_neg_37	to  catch  a  bright  light  source  , 
18_kitchen_neg_38	you  `  ll  be  able  to  see  shiny  spots 
18_kitchen_neg_39	where  the  edge  still  needs  to  be  sharpened  . 
18_kitchen_neg_40	You  can  also  take  a  look  at  your  edge 
18_kitchen_neg_41	before  using  the  steel  , 
18_kitchen_neg_42	and  see 
18_kitchen_neg_43	how  bad  you  roll  the  edge 
18_kitchen_neg_44	while  working  with  it  , 
18_kitchen_neg_45	then  see 
18_kitchen_neg_46	how  it  becomes  magically  aligned  after  the  use  of  the  steel  . 
18_kitchen_neg_47	And  ,  see  chips  and  voids  in  your  lower  quality  steel  knives  - 
18_kitchen_neg_48	I  admit  I  have  a  couple  , 
18_kitchen_neg_49	myself  . 
18_kitchen_neg_50	In  short  : 
18_kitchen_neg_51	get 
18_kitchen_neg_52	stoned  , 
18_kitchen_neg_53	not 
18_kitchen_neg_54	taken 
15_gourmet_pos_1	Try  something  different  . 
15_gourmet_pos_2	Forget  microwave  popcorn  for  a  few  weeks  and  try  this  four-pack  just  once  . 
15_gourmet_pos_3	At  the  very  least  , 
15_gourmet_pos_4	you  `  ll  have  a  new  food  experience  , 
15_gourmet_pos_5	but  what  you  might  get  is  a  new  family  tradition  . 
15_gourmet_pos_6	It  's  worth  it  . 
15_gourmet_pos_7	My  wife  and  I  received  a  four-pack  of  Fireworks  Popcorn  last  year  with  these  four  flavors  , 
15_gourmet_pos_8	and  because  we  are  huge  fans  of  stovetop-popping  popcorn  , 
15_gourmet_pos_9	it  was  a  definite  treat  . 
15_gourmet_pos_10	We  love 
15_gourmet_pos_11	watching  movies  , 
15_gourmet_pos_12	and  it  's  a  weekend  tradition  to  make  a  giant  tub  of  popcorn  and  jump  on  the  couch  . 
15_gourmet_pos_13	This  4-pack  is  a  fantastic  way  to  discover  the  differences  in  types  of  popcorn  , 
15_gourmet_pos_14	and  there  really  are  subtle  differences  . 
15_gourmet_pos_15	There  is  a  description  of  the  flavor  on  each  bottle  ,  and  the  bottles  also  tell  you  about  the  size  and  robustness  of  the  finished  product  . 
15_gourmet_pos_16	As  gourmet  as  any  other  gourmet  popcorn  I  `  ve  ever  tried  , 
15_gourmet_pos_17	the  kernels  pop  up  nice  and  big  and  almost  every  kernel  pops  . 
15_gourmet_pos_18	The  flavors  augment  a  good  low-fat  butter  spray  if  that  's  your  fancy  . 
15_gourmet_pos_19	I  'm  very  much  looking  forward  to  receiving  the  8-flavor  sampler  ! 
15_gourmet_pos_20	Personally  , 
15_gourmet_pos_21	I  pop  mine  in  olive  oil  with  a  few  dashes  of  garlic-infused  oil  and\/or  the  red  spicy  olive  oil  and  a  little  salt  . 
15_gourmet_pos_22	That  is  something 
15_gourmet_pos_23	you  ca  n't  do  in  a  microwave  ! 
15_gourmet_pos_24	If  you  `  ve  never  popped  popcorn  on  a  stove 
15_gourmet_pos_25	before 
15_gourmet_pos_26	and  you  `  re  intimidated  .  .  . 
15_gourmet_pos_27	no  worries  . 
15_gourmet_pos_28	Pour  in  enough  popcorn  to  cover  the  bottom  of  the  pot  , 
15_gourmet_pos_29	add  enough  olive  oil  cover  up  about  half  the  height  of  the  kernels  ,  shake  it  over  the  heat  until  the  popping  almost  stops  , 
15_gourmet_pos_30	and  pour  out  the  popcorn  into  a  bowl  asap  . 
15_gourmet_pos_31	Practice  makes  perfect  , 
15_gourmet_pos_32	and  you  do  n't  need  much  practice  at  all  .  .  . 
15_gourmet_pos_33	maybe  just  one  try  ! 
15_gourmet_pos_34	Honestly  ,  for  the  labor  of  about  90  seconds  on  the  stove  and  one  pot  to  wash  , 
15_gourmet_pos_35	you  turn  an  evening  of  TV-viewing  or  movie  watching  into  an  event  . 
15_gourmet_pos_36	The  kids  will  love  it  , 
15_gourmet_pos_37	and  as  a  grown-up  kid  , 
15_gourmet_pos_38	I  highly  recommend  it  . 
15_gourmet_pos_39	I  have  fond  memories 
15_gourmet_pos_40	of  my  dad 
15_gourmet_pos_41	making  popcorn  for  the  three  kids  on  Saturday  nights  , 
15_gourmet_pos_42	and  this  is  a  good  product  to  make  those  memories 
14_gourmet_neg_1	As  a  vegan  , 
14_gourmet_neg_2	I  have  tried  just  about  every  tofu  product  on  the  market  ,  and  nothing  ever  came  close  to  the  terrible  texture  of  these  noodles  . 
14_gourmet_neg_3	The  smell 
14_gourmet_neg_4	when  you  opened  the  bag  was  not  pleasant  , 
14_gourmet_neg_5	but  if  you  wash  them  off 
14_gourmet_neg_6	and  parboil  , 
14_gourmet_neg_7	that  goes  away  , 
14_gourmet_neg_8	but  is  replaced  with  a  slightly  sweet  smell  that  I  disliked  almost  as  much  . 
14_gourmet_neg_9	But  I  kept  an  open  mind  , 
14_gourmet_neg_10	cooked  the  noodles  for  a  few  minutes  ,  added  my  favorite  sauce  and  fresh  ground  pepper  with  some  soy  cheese 
14_gourmet_neg_11	grated  on  top  . 
14_gourmet_neg_12	Whoever  said 
14_gourmet_neg_13	it  was  like  eating  rubber  bands  was  exactly  on  target  , 
14_gourmet_neg_14	they  are  incredibly  chewy  and  just  do  n't  taste  that  great  either  . 
14_gourmet_neg_15	Even  as  a  low  calorie  food  , 
14_gourmet_neg_16	it  seems  like  a  waste 
14_gourmet_neg_17	to  spend  40  calories  on  these  noodles  . 
