PhraseID	Text
9_gourmet_pos_52	" ""this  is  the  tastiest  xanthan  gum  in  the  whole  universe  !  """""" "
9_gourmet_pos_53	 My  kid  looked  at  me  as  if  I  were  lying  . 
9_gourmet_pos_54	 If  you  like  it  so  much  , 
9_gourmet_pos_55	" ""then  you  can  have  it  ,  """""" "
9_gourmet_pos_56	 he  said  . 
9_gourmet_pos_57	" ""Fine  ,  """""" "
9_gourmet_pos_58	 I  replied  , 
9_gourmet_pos_59	 it  's  too  good  for  you 
9_gourmet_pos_60	" ""anyway  .  """""" "
9_gourmet_pos_61	 I  figured  a  little  reverse  psychology  would  do  the  trick  . 
9_gourmet_pos_62	 My  kid  's  expression  did  n't  change  . 
9_gourmet_pos_63	" ""Can  I  go  now  ?  """""" "
9_gourmet_pos_64	 he  asked  . 
9_gourmet_pos_65	 Yeah  , 
9_gourmet_pos_66	 fine  , 
9_gourmet_pos_67	" ""get  out  here  ,  """""" "
9_gourmet_pos_68	 I  said  . 
9_gourmet_pos_69	 Now  I  'm  stuck  with  half  a  pound  of  xanthan  gum 
9_gourmet_pos_70	 and  I  do  n't  know  anyone  with  wheat  allergies  or  celiac  disease 
9_gourmet_pos_71	 I  can  give  this  stuff  to  . 
9_gourmet_pos_72	 Stupid  kid 
14_kitchen_neg_1	 If  I  could  give  this  product  0  stars  , 
14_kitchen_neg_2	 I  would  . 
14_kitchen_neg_3	 READ  THE  NEGATIVE  REVIEWS  ,  FOLKS  , 
14_kitchen_neg_4	 AND  BE  FOREWARNED  . 
14_kitchen_neg_5	 I  believed  the  positive  reviews 
14_kitchen_neg_6	 and  ignored  the  negative  ones  ,  much  to  my  exasperation  . 
14_kitchen_neg_7	 When  I  plugged  my  handsome  new  oven  in  ,  the  little  red  digital  display  numbers  came  on  right  away  .  .  . 
14_kitchen_neg_8	 hmmm  .  .  . 
14_kitchen_neg_9	 so  far  so  good  . 
14_kitchen_neg_10	 But  , 
14_kitchen_neg_11	 according  to  the  instructions  , 
14_kitchen_neg_12	 you  are  supposed  to  run  the  oven  with  the  door  open  for  15  minutes  to  get  rid  of  the  new  oven  smell  . 
14_kitchen_neg_13	 Sooo  .  .  . 
14_kitchen_neg_14	 the  owner  's  manual  says 
14_kitchen_neg_15	" ""to  push  the  """"  bake  """"  button  on  the  dashboard  ,"" "
14_kitchen_neg_16	 which  in  turn  lights  the  pilot  LID  light  on  the  display  , 
14_kitchen_neg_17	" ""after  which  you  can  set  """"  time  """""" "
14_kitchen_neg_18	" ""and  """"  temp  """"  ."" "
14_kitchen_neg_19	" ""So  I  push  the  """"  bake  """"  button  and  nothing  happens  ,"" "
14_kitchen_neg_20	 no  LID  light  comes  on  . 
14_kitchen_neg_21	 Nothing  . 
14_kitchen_neg_22	 Zilch  . 
14_kitchen_neg_23	 Zippo  . 
14_kitchen_neg_24	" ""So  I  then  push  the  """"  temp  """""" "
14_kitchen_neg_25	" ""and  """"  time  """"  lights  to  try  to  get  the  gerbils  to  wake  up  ."" "
14_kitchen_neg_26	 Still  nothing  . 
14_kitchen_neg_27	 I  unplugged 
14_kitchen_neg_28	 it  and  and  plugged  it  in  again  , 
14_kitchen_neg_29	thinking
14_kitchen_neg_30	 that  maybe  somehow  I  had  screwed  that 
14_kitchen_neg_31	 up  , 
14_kitchen_neg_32	" ""while  listening  for  the  """"  beep  """"  the  owner  's  manual  said"" "
14_kitchen_neg_33	 should  happen  whence  the  unit  is  plugged  in  . 
14_kitchen_neg_34	 Zilch  . 
14_kitchen_neg_35	 Zippo  . 
14_kitchen_neg_36	 Nothing  . 
14_kitchen_neg_37	" ""No  """"  beep  """"  ."" "
14_kitchen_neg_38	" ""No  """"  bake  """"  LID  light  ."" "
14_kitchen_neg_39	" ""Tried  pusing  the  """"  temp  """""" "
14_kitchen_neg_40	" ""and  """"  time  """"  buttons  again  ."" "
14_kitchen_neg_41	 Nada  . 
14_kitchen_neg_42	 Tried  unpugging  it  again 
14_kitchen_neg_43	 and  doing  the  whole  shebang  all  over  again  . 
14_kitchen_neg_44	 Still  nothing  . 
14_kitchen_neg_45	 It  just  sat  there 
14_kitchen_neg_46	 and  grinned  at  me  . 
14_kitchen_neg_47	 About  this  time  , 
14_kitchen_neg_48	 I  figured  out 
14_kitchen_neg_49	" ""that  my  unit  was  also  """"  dead  on  arrival  """"  ."" "
14_kitchen_neg_50	 At  least  you  can  get  a  parcel 
14_kitchen_neg_51	 paid  bill 
14_kitchen_neg_52	 of  lading 
14_kitchen_neg_53	 printed  off  from  the  Amazon  website  for  a  defective  product  return  , 
14_kitchen_neg_54	 saving  yourself  the  annoyance  of  prepaying  to  return  a  dead  product 
14_kitchen_neg_55	 you  have  already  paid  for  and  now  must  wait  weeks 
14_kitchen_neg_56	 to  get  a  refund  on  . 
14_kitchen_neg_57	 Amazon  should  take  the  remainder  of  their  stock  of  this  awful  product  out  to  the  back  lot  of  their  warehouse 
14_kitchen_neg_58	 and  run  them  over  with  a  forklift 
4_kitchen_neg_1	 I  returned  the  Honeywell  6011i  humidifier 
4_kitchen_neg_2	 because  the  product  had  2  defects 
4_kitchen_neg_3	 and  the  product  was  very  poorly  designed  . 
4_kitchen_neg_4	 The  6011i  humidifier  had  2  defects  right  out  of  the  box  . 
4_kitchen_neg_5	 The  first  was  that  the  6011i  humidifier  would  not  run  on  the  High  speed  setting 
4_kitchen_neg_6	 but  did  run  on  the  low  and  medium  speed  settings  . 
4_kitchen_neg_7	 The  second  defect  was  that  the  cap  for  one  water  container  had  no  rubber 
4_kitchen_neg_8	 o-ring  seal  and  the  water  bottle  leaked 
4_kitchen_neg_9	 when  upright  in  its  normal  operating  position  . 
4_kitchen_neg_10	 The  fact  that  this  6011i  humidifier  had  2  defects 
4_kitchen_neg_11	says
4_kitchen_neg_12	 that  the  quality  control  for  this  product  must  be  very  low  and  implies  this  product  suffers  from  an  above  average  failure  rate  . 
4_kitchen_neg_13	 The  6011i  humidifier  has  major  design  defects 
4_kitchen_neg_14	 that  make 
4_kitchen_neg_15	 it  difficult  to  operate  and  maintain  the  6011i  humidifier  . 
4_kitchen_neg_16	 The  design  defects  are  so 
4_kitchen_neg_17	major
4_kitchen_neg_18	 that  the  person 
4_kitchen_neg_19	 -LRB-  s  -RRB- 
4_kitchen_neg_20	that
4_kitchen_neg_21	 designed  and  approved  the  design  of  the 
4_kitchen_neg_22	 6011i  humidifier  should  be  shot  or  at  least 
4_kitchen_neg_23	 fired  ! 
4_kitchen_neg_24	 The  first  major  design  defect  is  that  the  water  bottles  will  not  stand  up  by  themselves 
4_kitchen_neg_25	 in  my  sink  . 
4_kitchen_neg_26	 Because  of  this  I  must  hold  the  water  containers  vertically  with  my  hand 
4_kitchen_neg_27	 and  still  can  not  completely  fill  the  water  container  to  the  top  . 
4_kitchen_neg_28	 The  screw-on  caps  for  the  water  containers  are  so  large 
4_kitchen_neg_29	 they  are  difficult  for  my  wife  with  small  hands  to  screw  on 
4_kitchen_neg_30	 while  holding  the  water  container  vertically  upright  . 
4_kitchen_neg_31	 The  next  design  defect  is  that  one  can  not  at  a  glance  check  the  water  level  in  the  water  containers 
4_kitchen_neg_32	 but  must  pick  up  the  water  containers 
4_kitchen_neg_33	 and  turn  them  over  to  check  the  water  level  in  the  container  . 
4_kitchen_neg_34	 One  can  see  if  the  water  container  is  empty  or  nearly  empty  at  a  glance  , 
4_kitchen_neg_35	 but  this  is  of  no  use  if  one  wants  to  quickly  see  if  there  is  enough  water  in  the  water  containers  to  last  until  one  returns  home  from  work  or  will  last  through  the  night  . 
4_kitchen_neg_36	" ""The  last  design  defect  of  the  6011i  humidifier  is  that  the  water  containers  and  humidifier  fan  housing  do  not  just  """"  drop  into  place  """"  on  the  base  ."" "
4_kitchen_neg_37	 One  must  use  one  hand  as  a  guide  for  the  water  container  and  then  still  fiddle  with  the  position\/angle  of  the  water  container  to  get  it  to  seat  properly  . 
4_kitchen_neg_38	 This  is  even  more  difficult  if  both  water  containers  are  removed  for  filling  at  the  same  time  . 
4_kitchen_neg_39	 I  bought  this  6011i  humidifier 
4_kitchen_neg_40	 to  replace  a  Honeywell  humidifier 
4_kitchen_neg_41	 that  finally  failed  after  many  years  of  faithful  service  . 
4_kitchen_neg_42	 I  also  selected  the  6011i  Humidifier 
4_kitchen_neg_43	 because  of  its  many  desirable  features  . 
4_kitchen_neg_44	 However  the  positive  product  features  were  significantly  outweighed  by  the  poor  quality  control  and  the  poor  design  of  the  6011i  Humidifier  . 
4_kitchen_neg_45	 I  believe 
4_kitchen_neg_46	 that  a  humidifier  should  be  designed  for  usability  first  and  esthetics  second  ,  not  the  other  way  around  as  is  the  case  with  the  6011i  humidifier  . 
4_kitchen_neg_47	 Thus  I  returned  the  6011i  humidifier 
10_kitchen_pos_1	" ""As  I  tend  to  """"  nurse  """"  a  cup  of  tea  at  the  office  for  a  while  ,"" "
10_kitchen_pos_2	 I  decided  to  purchase  this  product 
10_kitchen_pos_3	 this  after  looking  around  for  a  GOOD  desktop  electric  mug  warmer  to  use  with  a  standard  ceramic  mug  . 
10_kitchen_pos_4	 Such  a  product  just  does  n't  seem 
10_kitchen_pos_5	 to  exist  ; 
10_kitchen_pos_6	 check  the  Amazon  customer  ratings  . 
10_kitchen_pos_7	 I  had  one  a  number  of  years  ago  ,  and  it  was  lousy 
10_kitchen_pos_8	 -LRB-  had  hoped 
10_kitchen_pos_9	 that  someone  had  built  a  better  mousetrap  , 
10_kitchen_pos_10	 but  no  one  has  !  -RRB- 
10_kitchen_pos_11	 I  purchased  this  mug  just  about  a  month  ago  . 
10_kitchen_pos_12	 It  's  so  good  , 
10_kitchen_pos_13	 I  had  to  share  the  secret  , 
10_kitchen_pos_14	 and  even  if  an  improved  electric  warmer  DID 
10_kitchen_pos_15	 exist  , 
10_kitchen_pos_16	 I  do  n't  think 
10_kitchen_pos_17	 I  'd  bother  with  its  cord  and  risks 
10_kitchen_pos_18	 given  how  good  this  is  . 
10_kitchen_pos_19	 I  'm  sorry  to  see  ,  though  , 
10_kitchen_pos_20	 that  it  's  no  longer  available  through  Amazon 
10_kitchen_pos_21	 -LRB-  perhaps  elsewhere  on  the  Web  ?  -RRB-  . 
10_kitchen_pos_22	 I  can  make  a  mug  of  tea 
10_kitchen_pos_23	 -LRB-  a  generous  20  oz  -RRB- 
10_kitchen_pos_24	 around  10a  .  m  .  , 
10_kitchen_pos_25	 and  even  by  mid 
10_kitchen_pos_26	 to  late  afternoon  ,  4  or  5p  .  m  .  , 
10_kitchen_pos_27	 it  's  still  warm  enough 
10_kitchen_pos_28	 to  enjoy  . 
10_kitchen_pos_29	 And  that  's  after  leaving  the  top  off  for  the  first  half  hour  or  so  to  let  it  cool  enough 
10_kitchen_pos_30	 to  drink  ! 
10_kitchen_pos_31	 Indeed  , 
10_kitchen_pos_32	" ""if  there  's  a  """"  fault  """""" "
10_kitchen_pos_33	 with  it  , 
10_kitchen_pos_34	 it  's  almost  TOO  efficient  if  you  use  boiling  water  for  the  tea 
10_kitchen_pos_35	 and  want  to  take  a  sip  right 
10_kitchen_pos_36	 after  you  `  ve  finished  brewing  ! 
10_kitchen_pos_37	" ""Though  called  a  """"  travel  """"  mug  ,"" "
10_kitchen_pos_38	 it  wo  n't  fit  into  any  auto  cupholder 
10_kitchen_pos_39	 I  `  ve  seen  . 
10_kitchen_pos_40	 It  's  really  perfect  for  a  desk  . 
10_kitchen_pos_41	 It  's  relatively  low 
10_kitchen_pos_42	 -LRB-  taller  than  a  typical  ceramic  mug  ,  though  -RRB-  , 
10_kitchen_pos_43	 the  base  is  nice  and  wide  , 
10_kitchen_pos_44	 and  there  's  a  ring  of  rubber\/silicone  type  material 
10_kitchen_pos_45	-LRB-
10_kitchen_pos_46	 which  has  not  scuffed  anything  on  my  desk  -RRB- 
10_kitchen_pos_47	 around  the  edge  of  the  bottom 
10_kitchen_pos_48	 that  really  is  non-slip  ; 
10_kitchen_pos_49	 between  these  features 
10_kitchen_pos_50	 it  seems  quite  stable  . 
10_kitchen_pos_51	 The  removable  black  plastic  top 
10_kitchen_pos_52	 -LRB-  friction 
10_kitchen_pos_53	 secured  with  the  typical  silicone  type  O  ring  around  the  edge  -RRB- 
10_kitchen_pos_54	allows
10_kitchen_pos_55	 you  to  move  the  opening  anywhere 
10_kitchen_pos_56	 you  want  , 
10_kitchen_pos_57	 to  use  left  or  right  handed  . 
10_kitchen_pos_58	 There  's  a  simple  slide 
10_kitchen_pos_59	 to  open\/close  the  drinking  aperature  . 
10_kitchen_pos_60	 The  interior  is  also  stainless  steel  ,  so  no  plastic  taste  . 
10_kitchen_pos_61	 Even  with  boiling  water  inside  ,  the  outside  remains  virtually  at  room  temperature 
10_kitchen_pos_62	 -LRB-  as  you  'd  expect  , 
10_kitchen_pos_63	 given  its  thermal  efficiency  -RRB-  . 
10_kitchen_pos_64	 My  only  complaint 
10_kitchen_pos_65	 -LRB-  minor  -RRB- 
10_kitchen_pos_66	 is  that  it  is  NOT  dishwasher  safe 
10_kitchen_pos_67	 -LRB-  and  I  have  n't  tested  it  !  -RRB-  , 
10_kitchen_pos_68	 but  it  's  easy  to  hand  wash  . 
10_kitchen_pos_69	 With  the  wide  mouth  , 
10_kitchen_pos_70	 you  can  readily  get  your  hand  into  it  to  clean  the  bottom  . 
10_kitchen_pos_71	" ""I  have  several  inexpensive  auto  """"  insulated  """"  mugs"" "
10_kitchen_pos_72	 -LRB-  key  word  here  , 
10_kitchen_pos_73	" ""I  think  ,  is  """"  inexpensive  """"  -RRB-  ,"" "
10_kitchen_pos_74	 that  are  truly  underwhelming  , 
10_kitchen_pos_75	 so  initially  I  did  n't  have  high  expectations  for  this  , 
10_kitchen_pos_76	 but  it  really  is  fantastic  . 
10_kitchen_pos_77	 If  you  want  a  hot  beverage 
10_kitchen_pos_78	 to  keep  for  several  hours  on  your  desk  , 
10_kitchen_pos_79	 this  is  for  you  ! 
10_kitchen_pos_80	 No  regrets 
1_kitchen_pos_1	 Apparently  3rd  in  the  hierarchy  of  4  models  in  the  new  S5  series  of  Miele  vacuum  cleaners  ,  the  features  ,  price  ,  and  accessories  are  not  exactly  linear  in  transition  from  lower  to  higher  models  ,  nor  even  across  series  . 
1_kitchen_pos_2	 Many  of  the  older  series  models  have  more  features  and  a  higher  price  than  the  newer  ones  . 
1_kitchen_pos_3	 They  have  fancy  names  like  Capricorn  ,  Red  Velvet  ,  and  Champagne  , 
1_kitchen_pos_4	 leading  to  much  confusion 
1_kitchen_pos_5	 and  forcing  you  to  compare  each  one  similar  to  buying  a  car  . 
1_kitchen_pos_6	 If  your  browser  has  tabbed  browsing 
1_kitchen_pos_7	 -LRB-  e.  g  .  ,  Firefox  -RRB-  , 
1_kitchen_pos_8	 the  best  way  to  figure  out 
1_kitchen_pos_9	 which  model  is  best  for  you  is  to  go  to  Miele  's  website 
1_kitchen_pos_10	 and  open  a  tab  for  each  model 
1_kitchen_pos_11	 you  `  re  interested  in  . 
1_kitchen_pos_12	 Flip  back 
1_kitchen_pos_13	 and  forth  to  see  what  text  changes  . 
1_kitchen_pos_14	 Callisto  is  the  cheapest  no  frills  model  of  the  newest  series 
1_kitchen_pos_15	 -LRB-  newest  technology  motor  ?  -RRB- 
1_kitchen_pos_16	 that  still  comes  with  an  electronically  powered  brush 
1_kitchen_pos_17	 -LRB-  the  4th  Pisces  model  is  turbo  -RRB-  . 
1_kitchen_pos_18	 After  3  months  of  extensive  use  : 
1_kitchen_pos_19	 Pros  : 
1_kitchen_pos_20	" ""Agility  -  The  10  """""" "
1_kitchen_pos_21	 wide  SEB217-3  electric  powerbrush  comes  standard  , 
1_kitchen_pos_22	 and  one  of  the  reasons 
1_kitchen_pos_23	 I  chose  this  model  . 
1_kitchen_pos_24	 For  me  ,  smaller  is  better  . 
1_kitchen_pos_25	" ""While  other  vacuums  advertise  large  13  """""" "
1_kitchen_pos_26	 power  brushes  to  cover  more  area  in  a  single  swipe  , 
1_kitchen_pos_27	 I  do  n't  have  much  open  carpet  space  . 
1_kitchen_pos_28	 Coffee  tables  ,  chairs  ,  weight  benches  ,  and  computers  ,  all  need 
1_kitchen_pos_29	 vacuuming  around  and  under  . 
1_kitchen_pos_30	 The  powerbrush  swivels  well  to  get  around  corners  . 
1_kitchen_pos_31	 Brush  duster  -  The  most  commonly  used  attachment 
1_kitchen_pos_32	 -LRB-  for  me  -RRB-  , 
1_kitchen_pos_33	 the  brush  duster  is  also  small 
1_kitchen_pos_34	 -LRB-  slightly  larger  in  diameter  than  the  hose  -RRB- 
1_kitchen_pos_35	 and  the  bristles  are  durable  . 
1_kitchen_pos_36	 It  's  angled  by  default  , 
1_kitchen_pos_37	 but  even  this  plastic  piece  swivels  to  straighten  out  . 
1_kitchen_pos_38	 This  is  not  mentioned  anywhere  ; 
1_kitchen_pos_39	 you  just  have  to  figure  this  out  for  yourself  . 
1_kitchen_pos_40	 On  low  power  , 
1_kitchen_pos_41	 I  was  able  to  vacuum  places 
1_kitchen_pos_42	 that  never  got  vacuumed  before  ,  like  over  the  spider  web  of  computer  cables  and  telephone  wires  . 
1_kitchen_pos_43	 I  even  vacuumed  the  telephone  itself 
1_kitchen_pos_44	 and  other  dust  collecting  objects  on  my  desk  . 
1_kitchen_pos_45	 Parquet  floor  brush  -  Initially  , 
1_kitchen_pos_46	 I  wondered 
1_kitchen_pos_47	 why  Miele  would  include  this  accessory 
1_kitchen_pos_48	 when  the  powerbrush  was  included  , 
1_kitchen_pos_49	" ""but  this  """"  wider  brush  duster  """""" "
1_kitchen_pos_50	 actually  does  a  better  job  on  hard  tiled  floors  than  the  powerbrush  . 
1_kitchen_pos_51	 The  powerbrush  seems  more 
1_kitchen_pos_52	 designed  to  churn  up  stuff  from  carpets  , 
1_kitchen_pos_53	 but  the  paraquet  brush  gathers  and  collects  dust 
1_kitchen_pos_54	 stuck  to  hard  surfaces  better  . 
1_kitchen_pos_55	 On  the  negative  side  , 
1_kitchen_pos_56	 you  might  have  to  vacuum  the  brush 
1_kitchen_pos_57	 itself  to  unstuck  the  dust  , 
1_kitchen_pos_58	 and  I  wondered 
1_kitchen_pos_59	" ""why  they  had  to  inconvenience  the  horse  for  """"  genuine  horse  bristles  """"  ."" "
1_kitchen_pos_60	 There  is  no  permanent  storage  on  the  vacuum  cleaner  for  the  parquet  brush  ,  so  you  have  to  figure  out 
1_kitchen_pos_61	 how  to  ensure  the  parts  do  n't  get  separated  for  life 
1_kitchen_pos_62	 -LRB-  the  powerbrush  takes  precedence  -RRB-  . 
1_kitchen_pos_63	 Cord  rewind  -  The  mechanical  rewind 
1_kitchen_pos_64	 sucked  in  the  entire  length  of  cord  every  single  time  ,  something  like  15  for  15  times  ! 
1_kitchen_pos_65	 -LRB-  The  manual  says 
1_kitchen_pos_66	 to  pull  out  the  entire  length  of  cord  before  use  to  help  dissipate  heat  .  -RRB- 
1_kitchen_pos_67	 Cons  : 
1_kitchen_pos_68	 Price  -  After  all  , 
1_kitchen_pos_69	 it  's  just  a  vacuum  cleaner  . 
1_kitchen_pos_70	 There  also  seems  to  be  price 
1_kitchen_pos_71	 fixing  in  the  newer  S5  series  ,  at  least 
1_kitchen_pos_72	 when  I  bought  this  . 
1_kitchen_pos_73	 Everywhere  I  checked 
1_kitchen_pos_74	 -LRB-  maybe  10  websites  -RRB-  , 
1_kitchen_pos_75	 the  price  was  exactly  $  799  or  $  799.95  ,  with  the  only  difference 
1_kitchen_pos_76	 being  no  tax  and\/or  free  shipping  . 
1_kitchen_pos_77	" ""One  website  even  advertised  """"  The  lowest  price"" "
1_kitchen_pos_78	" ""allowed  !  """""" "
1_kitchen_pos_79	 What  's  a  Diamond  Dealer  ? 
1_kitchen_pos_80	 Is  this  Amway  ? 
1_kitchen_pos_81	 Release  buttons  -  The  release  buttons  on  the  attachments  and  hose  are  counterintuitive  , 
1_kitchen_pos_82	 being  on  the  part 
1_kitchen_pos_83	" ""that  """"  comes  off  """"  rather  than  on  the  part"" "
1_kitchen_pos_84	" ""that  """"  stays  behind  """"  ."" "
1_kitchen_pos_85	 Therefore  , 
1_kitchen_pos_86	you
1_kitchen_pos_87	 must  squeeze  the  button  with  the  same  hand 
1_kitchen_pos_88	 you  are  pulling  away  with  . 
1_kitchen_pos_89	 The  hose  extension  button  is  particularly  confusing  . 
1_kitchen_pos_90	 It  's  an  oval  shaped  rocker  button 
1_kitchen_pos_91	" ""that  """"  rocks  """"  very  little  ."" "
1_kitchen_pos_92	 To  extend  the  stainless  steel  hose  , 
1_kitchen_pos_93	 you  have  to  remember 
1_kitchen_pos_94	 which  side  of  the  button 
1_kitchen_pos_95	 -LRB-  top  or  bottom  -RRB- 
1_kitchen_pos_96	 to  press  . 
1_kitchen_pos_97	 There  is  no  distinction  on  which  side  to  press  , 
1_kitchen_pos_98	 and  it  's  always  a  matter 
1_kitchen_pos_99	 of  trial  and  error  as  I  yank  and  tug  at  the  hose 
1_kitchen_pos_100	 while  pressing  top  and  bottom  of  the  extension  button  . 
1_kitchen_pos_101	 Stiff  no  swivel  hose  - 
1_kitchen_pos_102	 The  hose  rotates  at  the  top 
1_kitchen_pos_103	 -LRB-  handle  area  -RRB-  , 
1_kitchen_pos_104	 but  does  not  swivel  at  the  base 
1_kitchen_pos_105	 where  it  connects  to  the  machine  . 
1_kitchen_pos_106	 Instead  of  disconnecting  and  reconnecting  to  get  rid  of  twists  , 
1_kitchen_pos_107	 I  'd  rather  pick  up  the  powerhead 
1_kitchen_pos_108	 and  spin  it  around 
1_kitchen_pos_109	 to  get  out  the  twists  . 
1_kitchen_pos_110	 The  flex  hose  diameter  is  larger  than  I  'm  used  to  , 
1_kitchen_pos_111	 making  the  hose  stiffer  and  difficult  to  store  in  the  same  closet 
1_kitchen_pos_112	 where  I  used  to  store  my  old  vacuum  cleaner  . 
1_kitchen_pos_113	 Considering  the  price  ,  an  electrical  slip  ring  would  have  been  nice  . 
1_kitchen_pos_114	 Bag  full  indicator 
1_kitchen_pos_115	 -  The  mechanical  bag  full  indicator  is  actually  an  indicator  of  how  much  the  vacuum  cleaner  is  straining  to  suck  . 
1_kitchen_pos_116	 Put  your  hand  over  the  end 
1_kitchen_pos_117	 to  block  suction 
1_kitchen_pos_118	 and  it  will  indicate  bag  full  . 
1_kitchen_pos_119	 Right  out  of  the  box  on  short  carpet  , 
1_kitchen_pos_120	 it  indicated  bag  full  on  high  power  . 
1_kitchen_pos_121	 As  I  turned  the  power  down  , 
1_kitchen_pos_122	 it  indicated  less  full  sequentially  . 
1_kitchen_pos_123	 You  have  to  read  the  instructions  about  using  the  floor  tool  with  the  tool  slightly  off  the  floor 
1_kitchen_pos_124	 to  get  an  accurate  reading  from  the  indicator  . 
1_kitchen_pos_125	 Even  at  that  , 
1_kitchen_pos_126	 there  are  caveats  about  fine  dust  or  pet  hair 
1_kitchen_pos_127	 that  can  fool  the  indicator  . 
1_kitchen_pos_128	 Extra  stuff  ? 
1_kitchen_pos_129	 -  The  parquet  brush  comes  attached  with  a  short  plastic  extension 
1_kitchen_pos_130	 that  was  difficult  to  plug  directly  into  the  stainless  steel  hose 
1_kitchen_pos_131	 -LRB-  button  does  n't  easily  click  into  place  -RRB-  . 
1_kitchen_pos_132	 The  extension  is  n't  needed  to  connect  the  parquet  brush  ,  so  you  have  to  remove  it 
1_kitchen_pos_133	 and  keep  track  of  where  you  put  it  . 
1_kitchen_pos_134	 To  this  day  , 
1_kitchen_pos_135	 I  still  have  n't  figured  out  what  the  extension  is  for  ,  other  than  to  connect  other  attachments 
1_kitchen_pos_136	 that  I  might  buy  in  the  future  . 
1_kitchen_pos_137	 This  is  yet  another  piece  with  no  place  to  store  on  the  vacuum  cleaner  that  I  must  ensure  does  not  get 
1_kitchen_pos_138	 separated  for  life 
1_kitchen_pos_139	" ""-LRB-  along  with  the  parquet  brush  ,  """"  normal  """"  filter  cage  ,  and  replacement  bags  -RRB-  ."" "
1_kitchen_pos_140	 Symbol  marking  -  The  power  symbol  markings  are  not  obvious  at  all  ,  contrary  to  claims  . 
1_kitchen_pos_141	" ""Other  than  the  symbols  labels  """"  Min  """""" "
1_kitchen_pos_142	" ""and  """"  Max  """"  ,  you  have  to  read  the  instructions  to  figure  out  what  the  other  power  symbols  mean  ."" "
1_kitchen_pos_143	 At  least  the  power  seems  to  increase  sequentially 
1_kitchen_pos_144	 as  you  turn  the  dial  clockwise  . 
1_kitchen_pos_145	 The  Quite  Mode  is  #  4  of  6  settings 
1_kitchen_pos_146	 -LRB-  with  6  being  the  highest  -RRB-  , 
1_kitchen_pos_147	 and  is  therefore  not  actually  the  quietest 
1_kitchen_pos_148	" ""but  intended  to  be  the  """"  normal  """"  operating  mode  ."" "
1_kitchen_pos_149	 I  think 
1_kitchen_pos_150	" ""most  people  will  consider  """"  Max  """"  the  default  mode  ."" "
1_kitchen_pos_151	 Optional  filter  frame  -  This  model  comes  with  a  HEPA  filter  ,  so 
1_kitchen_pos_152	 you  do  n't  need  the  filter  frame 
1_kitchen_pos_153	" ""unless  you  `  re  going  to  switch  to  the  """"  normal  """"  filters  ,"" "
1_kitchen_pos_154	 but  brand-new  right  out  of  the  box 
1_kitchen_pos_155	 the  frame  for  the  normal  filters  came  with  a  broken  cheap  plastic  handle  , 
1_kitchen_pos_156	 apparently  due  to  the  way 
1_kitchen_pos_157	 it  was  shipped  with  the  handle 
1_kitchen_pos_158	 protruding  out  the  cardboard  wrapping  . 
1_kitchen_pos_159	 You  do  n't  even  need  the  handle  for  the  frame 
1_kitchen_pos_160	 to  function  properly  , 
1_kitchen_pos_161	 but  for  the  kind  of  money  I  paid  ,  nothing  should  be  broken  out  of  the  box  . 
1_kitchen_pos_162	 The  vendor  that  I  bought  it  from  -LRB-  Best  Vacuum  -RRB- 
1_kitchen_pos_163	replaced
1_kitchen_pos_164	 it  for  free  . 
1_kitchen_pos_165	 So  is  it  worth 
1_kitchen_pos_166	 $  800  ? 
1_kitchen_pos_167	 It  does  a  good  job  , 
1_kitchen_pos_168	 but  only  time  will  tell  .  . 
