13_cell_neg_2	13_cell_neg_1
10_kitchen_pos_57	10_kitchen_pos_56
10_kitchen_pos_58	10_kitchen_pos_57
10_kitchen_pos_59	10_kitchen_pos_58
10_kitchen_pos_60	10_kitchen_pos_59
10_kitchen_pos_61	10_kitchen_pos_60
10_kitchen_pos_62	10_kitchen_pos_61
10_kitchen_pos_63	10_kitchen_pos_62
10_kitchen_pos_64	10_kitchen_pos_63
10_kitchen_pos_65	10_kitchen_pos_64
10_kitchen_pos_66	10_kitchen_pos_65
10_kitchen_pos_67	10_kitchen_pos_66
10_kitchen_pos_68	10_kitchen_pos_67
10_kitchen_pos_69	10_kitchen_pos_68
10_kitchen_pos_70	10_kitchen_pos_69
10_kitchen_pos_71	10_kitchen_pos_70
10_kitchen_pos_72	10_kitchen_pos_71
10_kitchen_pos_73	10_kitchen_pos_72
10_kitchen_pos_74	10_kitchen_pos_73
10_kitchen_pos_75	10_kitchen_pos_74
10_kitchen_pos_76	10_kitchen_pos_75
10_kitchen_pos_77	10_kitchen_pos_76
10_kitchen_pos_78	10_kitchen_pos_77
10_kitchen_pos_79	10_kitchen_pos_78
10_kitchen_pos_80	10_kitchen_pos_79
14_kitchen_neg_2	14_kitchen_neg_1
14_kitchen_neg_3	14_kitchen_neg_2
14_kitchen_neg_4	14_kitchen_neg_3
14_kitchen_neg_5	14_kitchen_neg_4
14_kitchen_neg_6	14_kitchen_neg_5
14_kitchen_neg_7	14_kitchen_neg_6
14_kitchen_neg_8	14_kitchen_neg_7
14_kitchen_neg_9	14_kitchen_neg_8
14_kitchen_neg_10	14_kitchen_neg_9
14_kitchen_neg_11	14_kitchen_neg_10
14_kitchen_neg_12	14_kitchen_neg_11
14_kitchen_neg_13	14_kitchen_neg_12
14_kitchen_neg_14	14_kitchen_neg_13
14_kitchen_neg_15	14_kitchen_neg_14
14_kitchen_neg_16	14_kitchen_neg_15
14_kitchen_neg_17	14_kitchen_neg_16
14_kitchen_neg_18	14_kitchen_neg_17
14_kitchen_neg_19	14_kitchen_neg_18
14_kitchen_neg_20	14_kitchen_neg_19
14_kitchen_neg_21	14_kitchen_neg_20
14_kitchen_neg_22	14_kitchen_neg_21
14_kitchen_neg_23	14_kitchen_neg_22
14_kitchen_neg_24	14_kitchen_neg_23
14_kitchen_neg_25	14_kitchen_neg_24
14_kitchen_neg_26	14_kitchen_neg_25
14_kitchen_neg_27	14_kitchen_neg_26
14_kitchen_neg_28	14_kitchen_neg_27
14_kitchen_neg_29	14_kitchen_neg_28
14_kitchen_neg_30	14_kitchen_neg_29
14_kitchen_neg_31	14_kitchen_neg_30
14_kitchen_neg_32	14_kitchen_neg_31
14_kitchen_neg_33	14_kitchen_neg_32
14_kitchen_neg_34	14_kitchen_neg_33
14_kitchen_neg_35	14_kitchen_neg_34
14_kitchen_neg_36	14_kitchen_neg_35
14_kitchen_neg_37	14_kitchen_neg_36
14_kitchen_neg_38	14_kitchen_neg_37
14_kitchen_neg_39	14_kitchen_neg_38
14_kitchen_neg_40	14_kitchen_neg_39
14_kitchen_neg_41	14_kitchen_neg_40
14_kitchen_neg_42	14_kitchen_neg_41
14_kitchen_neg_43	14_kitchen_neg_42
14_kitchen_neg_44	14_kitchen_neg_43
14_kitchen_neg_45	14_kitchen_neg_44
14_kitchen_neg_46	14_kitchen_neg_45
14_kitchen_neg_47	14_kitchen_neg_46
14_kitchen_neg_48	14_kitchen_neg_47
14_kitchen_neg_49	14_kitchen_neg_48
14_kitchen_neg_50	14_kitchen_neg_49
14_kitchen_neg_51	14_kitchen_neg_50
14_kitchen_neg_52	14_kitchen_neg_51
14_kitchen_neg_53	14_kitchen_neg_52
14_kitchen_neg_54	14_kitchen_neg_53
14_kitchen_neg_55	14_kitchen_neg_54
14_kitchen_neg_56	14_kitchen_neg_55
14_kitchen_neg_57	14_kitchen_neg_56
14_kitchen_neg_58	14_kitchen_neg_57
10_gourmet_pos_2	10_gourmet_pos_1
10_gourmet_pos_3	10_gourmet_pos_2
10_gourmet_pos_4	10_gourmet_pos_3
10_gourmet_pos_5	10_gourmet_pos_4
10_gourmet_pos_6	10_gourmet_pos_5
10_gourmet_pos_7	10_gourmet_pos_6
10_gourmet_pos_8	10_gourmet_pos_7
10_gourmet_pos_9	10_gourmet_pos_8
10_gourmet_pos_10	10_gourmet_pos_9
10_gourmet_pos_11	10_gourmet_pos_10
10_gourmet_pos_12	10_gourmet_pos_11
10_gourmet_pos_13	10_gourmet_pos_12
10_gourmet_pos_14	10_gourmet_pos_13
10_gourmet_pos_15	10_gourmet_pos_14
10_gourmet_pos_16	10_gourmet_pos_15
10_gourmet_pos_17	10_gourmet_pos_16
10_gourmet_pos_18	10_gourmet_pos_17
10_gourmet_pos_19	10_gourmet_pos_18
10_gourmet_pos_20	10_gourmet_pos_19
10_gourmet_pos_21	10_gourmet_pos_20
10_gourmet_pos_22	10_gourmet_pos_21
10_gourmet_pos_23	10_gourmet_pos_22
10_gourmet_pos_24	10_gourmet_pos_23
10_gourmet_pos_25	10_gourmet_pos_24
10_gourmet_pos_26	10_gourmet_pos_25
10_gourmet_pos_27	10_gourmet_pos_26
10_gourmet_pos_28	10_gourmet_pos_27
10_gourmet_pos_29	10_gourmet_pos_28
10_gourmet_pos_30	10_gourmet_pos_29
10_gourmet_pos_31	10_gourmet_pos_30
10_gourmet_pos_32	10_gourmet_pos_31
10_gourmet_pos_33	10_gourmet_pos_32
10_gourmet_pos_34	10_gourmet_pos_33
10_gourmet_pos_35	10_gourmet_pos_34
10_gourmet_pos_36	10_gourmet_pos_35
10_gourmet_pos_37	10_gourmet_pos_36
10_gourmet_pos_38	10_gourmet_pos_37
10_gourmet_pos_39	10_gourmet_pos_38
10_gourmet_pos_40	10_gourmet_pos_39
10_gourmet_pos_41	10_gourmet_pos_40
10_gourmet_pos_42	10_gourmet_pos_41
10_gourmet_pos_43	10_gourmet_pos_42
10_gourmet_pos_44	10_gourmet_pos_43
2_gourmet_neg_2	2_gourmet_neg_1
2_gourmet_neg_3	2_gourmet_neg_2
2_gourmet_neg_4	2_gourmet_neg_3
2_gourmet_neg_5	2_gourmet_neg_4
2_gourmet_neg_6	2_gourmet_neg_5
2_gourmet_neg_7	2_gourmet_neg_6
2_gourmet_neg_8	2_gourmet_neg_7
2_gourmet_neg_9	2_gourmet_neg_8
2_gourmet_neg_10	2_gourmet_neg_9
2_gourmet_neg_11	2_gourmet_neg_10
2_gourmet_neg_12	2_gourmet_neg_11
2_gourmet_neg_13	2_gourmet_neg_12
2_gourmet_neg_14	2_gourmet_neg_13
2_gourmet_neg_15	2_gourmet_neg_14
2_gourmet_neg_16	2_gourmet_neg_15
2_gourmet_neg_17	2_gourmet_neg_16
2_gourmet_neg_18	2_gourmet_neg_17
2_gourmet_neg_19	2_gourmet_neg_18
2_gourmet_neg_20	2_gourmet_neg_19
2_gourmet_neg_21	2_gourmet_neg_20
2_gourmet_neg_22	2_gourmet_neg_21
2_gourmet_neg_23	2_gourmet_neg_22
2_gourmet_neg_24	2_gourmet_neg_23
2_gourmet_neg_25	2_gourmet_neg_24
2_gourmet_neg_26	2_gourmet_neg_25
2_gourmet_neg_27	2_gourmet_neg_26
2_gourmet_neg_28	2_gourmet_neg_27
2_gourmet_neg_29	2_gourmet_neg_28
2_gourmet_neg_30	2_gourmet_neg_29
