PhraseIDs	Text
11_cell_pos_2	It  does  come  with  1  GB  memory  card 
11_cell_pos_3	and  I  was  able  to  easily  load  up  160  songs  last  night  with  no  problems  . 
11_cell_pos_4	Phone  comes  with  USB  cable  to  connect  to  your  computer  . 
11_cell_pos_5	I  have  a  Mac 
11_cell_pos_6	so  this  was  easy  to  do  . 
11_cell_pos_7	You  will  not  be  able  to  download  songs 
11_cell_pos_8	bought  from  iTunes 
11_cell_pos_9	but  you  can  load  up  AAC  files  and  mp3  and  mp4  . 
11_cell_pos_10	You  can  hold  up  to  500  songs  if  they  are  all  3.5  minutes  long  and  compressed  to  128  kps  . 
11_cell_pos_11	My  music  is  usually  remixed  and\/or  longer  than  3.5  minutes  each  . 
11_cell_pos_12	I  was  n't  able  to  sync  up  with  Bluetooth  to  my  iBook 
11_cell_pos_13	but  I  was  able  to  pair  with  my  Motorola  T305  that  I  will  be  using  in  my  car  . 
11_cell_pos_14	Apple  has  not  approved  the  Nokia  5300  yet  to  sync  . 
11_cell_pos_15	I  am  sure 
11_cell_pos_16	it  is  a  matter  of  time  since  the  phone  is  rather  new  . 
11_cell_pos_17	Overall  , 
11_cell_pos_18	I  love  the  feel  of  this  phone  ,  has  wonderful  2  in  screen  ,  color  is  great  ,  camera  is  cool  , 
11_cell_pos_19	and  it  is  very  intuitive  to  use  . 
11_cell_pos_20	I  have  been  with  Samsung  over  the  last  three  years 
11_cell_pos_21	and  I  was  concerned  about  going  back  to  a  Nokia  . 
11_cell_pos_22	However  ,  the  speakerphone  is  absolutely  great  compared  to  the  Motorola  195  that  I  originally  got  but  returned  . 
11_cell_pos_23	Once  you  load  up  your  songs  , 
11_cell_pos_24	the  speaker  is  impressive  . 
11_cell_pos_25	This  morning  , 
11_cell_pos_26	I  had  the  phone  playing  music  in  one  part  of  the  house  , 
11_cell_pos_27	and  I  had  to  go  get  something  at  the  other  end  of  the  house  , 
11_cell_pos_28	and  I  could  still  hear  the  music  perfectly  . 
11_cell_pos_29	Calling  on  the  phone  was  better  than  expected  . 
11_cell_pos_30	I  was  talking  to  my  friend  during  busy  traffic  and  lots  of  people\/background  noise 
11_cell_pos_31	and  I  was  able  to  carry  on  a  pleasant  conversation  with  her  unlike  my  Samsung 
11_cell_pos_32	that  was  difficult  to  do  this  with  . 
11_cell_pos_33	The  phone  is  quite  sturdy  . 
11_cell_pos_34	And  I  am  happy  to  have  a  phone 
11_cell_pos_35	that  not  everyone  has  -  a  Motorola  Razor  . 
11_cell_pos_36	This  Nokia  5300  looks  a  bit  chucky  compared  to  that  phone 
11_cell_pos_37	but  I  feel  like  I  have  a  very  unique  phone 
11_cell_pos_38	that  is  more  than  a  phone  . 
11_cell_pos_39	Who  needs  an  iPod  mini 
11_cell_pos_40	when  you  can  get  this  and  your  phone  all  in  one  ? 
11_cell_pos_41	I  just  ordered  the  Boxwave  Frost  Case  for  this  phone  . 
11_cell_pos_42	There  is  very  little  to  chose  from  at  the  T-Mobile  store 
11_cell_pos_43	as  far  as  accessories  and  Nokia.com  did  n't  have  much  either  . 
11_cell_pos_44	\*\*\*\*\* 
11_cell_pos_45	The  alarm  feature  to  wake  up  is  cool  too  . 
11_cell_pos_46	You  can  choose  to  wake  up  to  your  favorite  song  that  you  have  downloaded  and  you  can  program  it  to  slowly  increase  the  volume  of  the  song  for  your  alarm  . 
11_cell_pos_47	It  also  comes  with  programmable  snooze  . 
11_cell_pos_48	What  a  dream  ! 
11_cell_pos_49	\*\*\*\*\* 
11_cell_pos_50	You  can  make  calls 
11_cell_pos_51	without  even  having  to  slide  the  phone 
11_cell_pos_52	to  dial  . 
11_cell_pos_53	As  long  as  you  have  the  number 
11_cell_pos_54	you  want  already  stored  in  your  phone  book  , 
11_cell_pos_55	then  all  you  have  to  do  is  look  up 
11_cell_pos_56	and  press  the  green  button  ! 
11_cell_pos_57	\*\*\*\*\* 
11_cell_pos_58	When  you  are  playing  your  music  , 
11_cell_pos_59	if  an  incoming  call  comes  in  , 
11_cell_pos_60	it  will  stop  playing  the  song 
11_cell_pos_61	and  then  alert  you  with  the  normal  ring  tone  that  a  call  is  coming  in  . 
11_cell_pos_62	Once  you  are  done  with  the  phone  call  , 
11_cell_pos_63	you  can  resume  playing  your  music  . 
11_cell_pos_64	\*\*\*\*\* 
11_cell_pos_65	As  I  said  ,  this  phone  is  a  gem  in  all  areas 
11_cell_pos_66	-  speaker  ,  sturdy  ,  colorful  , 
11_cell_pos_67	I  think 
11_cell_pos_68	it  is  contemporary 
11_cell_pos_69	and  an  acquired  taste  for  sure  but  nonetheless  appealing  ,  call  quality  is  great  even  in  loud  areas  ,  and  lots  of  little  creature  comforts  . 
11_cell_pos_70	Definitely  consider  this  phone  if  you  really  like  to  have  music 
11_cell_pos_71	and  bluetooth  and  speakerphone  . 
11_cell_pos_72	Else  ,  this  may  not  be  the  phone  for  you 
14_kitchen_pos_1	This  is  a  lovely  little  crockpot 
14_kitchen_pos_2	whose  small  size  makes  it  uniquely  useful  for  a  number  of  purposes  . 
14_kitchen_pos_3	I  `  ve  owned  larger  crockpots  for  a  couple  decades 
14_kitchen_pos_4	-LRB-  currently  a  6  quart  Rival  Smartcooker  is  my  mainstay  for  preparing  family-size  meals  -RRB-  , 
14_kitchen_pos_5	but  the  larger  pots  take  up  a  significant  amount  of  counter  space  &  are  n't  at  all  useful  for  heating  or  re-heating  small  quantities  . 
14_kitchen_pos_6	This  little  crockpot  ,  however  ,  is  perfect  for  heating  or  re-heating  2-4  servings  of  soup  or  stew  . 
14_kitchen_pos_7	I  originally  bought  it  ,  however  , 
14_kitchen_pos_8	because  it  is  \*  absolutely  perfect  \*  for  making  hot  cereal  on  cold  mornings  ,  especially  those  hot  cereals 
14_kitchen_pos_9	that  require  more  than  a  few  minutes  of  cooking  in  the  microwave  or  on  the  stovetop  ,  such  as  steel-cut  oatmeal 
14_kitchen_pos_10	-LRB-  try  the  nutty  goodness  of  traditional  steel-cut  oatmeal 
14_kitchen_pos_11	once  -LRB-  also  available  here  at  Amazon  -RRB- 
14_kitchen_pos_12	"&  you  `  re  unlikely  ever  to  return  to  instant  or  ""  quick  cook  ""  oatmeal  again  -RRB-  . "
14_kitchen_pos_13	There  is  nothing  nicer  on  a  cold  winter  morning  than  walking  into  the  kitchen  &  knowing  that  a  healthy  ,  delicious  hot  breakfast  is  awaiting  you  . 
14_kitchen_pos_14	From  mid-October  to  late-March  ,  virtually  every  night  I  prepare  my  entire  family  's  hot  breakfast  cereal  for  the  next  morning  in  this  little  crockpot  ,  with  no  more  effort 
14_kitchen_pos_15	than  is  required  to  make  single  serving  of  instant  oatmeal  or  cream  of  wheat  in  the  microwave  . 
14_kitchen_pos_16	Other  uses 
14_kitchen_pos_17	we  `  ve  discovered  : 
14_kitchen_pos_18	it  's  perfect  for  making  &  serving  hot  mulled  cider  ; 
14_kitchen_pos_19	keeping  hot  dips  , 
14_kitchen_pos_20	gravies  &  warm  sauces  &  syrups 
14_kitchen_pos_21	heated  on  the  buffet  ; 
14_kitchen_pos_22	as  a  substitute  fondue  pot  ; 
14_kitchen_pos_23	&  for  heating  soup  at  times 
14_kitchen_pos_24	when  hovering  over  a  stovetop  or  near  a  microwave  would  be  incovenient 
14_kitchen_pos_25	-LRB-  how  nice  to  come  inside  from  raking  leaves  or  shoveling  snow  to  a  hot  bowl  of  soup  !  -RRB-  . 
14_kitchen_pos_26	For  single  people  or  couples 
14_kitchen_pos_27	who  prefer  not  to  cook  in  large  quantities  or  apartment  dwellers  with  limited  storage  space  ,  this  crockpot  would  be  a  very  acceptable  slow  cooker  , 
14_kitchen_pos_28	especially  if  used  in  conjunction  with  Rival  's  inexpensive  SP100-PDQ  Smart-Part  Module 
14_kitchen_pos_29	-LRB-  also  sold  on  Amazon  as  of  the  date  of  this  review  -RRB-  , 
14_kitchen_pos_30	which  provides  the  same  timed-cooking  controls 
14_kitchen_pos_31	that  are  integrated  with  many  of  Rival  's  larger  ,  more  expensive  crockpots  . 
14_kitchen_pos_32	The  energy  used  is  minimal  ,  too 
14_kitchen_pos_33	--  only  80  watts  -- 
14_kitchen_pos_34	&  the  stoneware  bowl  fits  easily  in  the  dishwasher  , 
14_kitchen_pos_35	as  does  the  lid  ,  for  very  convenient  clean-up 
16_kitchen_neg_1	Okay  , 
16_kitchen_neg_2	I  bought  for  the  price  . 
16_kitchen_neg_3	And  it  is  effective  enough  . 
16_kitchen_neg_4	But  it  is  very  clumsy  and  unergonomic  , 
16_kitchen_neg_5	so  that  after  a  couple  minutes  of  use 
16_kitchen_neg_6	it  is  difficult  to  handle  any  longer  . 
16_kitchen_neg_7	The  main  problems  are  : 
16_kitchen_neg_8	Balance  of  weight  ,  and  the  switch  . 
16_kitchen_neg_9	First  ,  the  switch  : 
16_kitchen_neg_10	Because  it  is  a  cheap  push-in  button  , 
16_kitchen_neg_11	which  must  be  constantly  depressed  to  keep  the  knife  on  , 
16_kitchen_neg_12	you  lose  optimum  control  quickly  . 
16_kitchen_neg_13	The  handle  is  badly  placed  for  this  , 
16_kitchen_neg_14	as  your  thumb  must  always  be  on  TOP  of  the  handle  and  forward  toward  the  front  of  it  , 
16_kitchen_neg_15	but  you  ca  n't  hold  your  hand  up  there 
16_kitchen_neg_16	because  your  wrist  angle  will  be  completely  wrong  for  cutting  . 
16_kitchen_neg_17	In  addition  , 
16_kitchen_neg_18	keeping 
16_kitchen_neg_19	that  button  depressed  is  difficult 
16_kitchen_neg_20	not  only  because  it  does  require  a  constant  application  of  pressure 
16_kitchen_neg_21	at  a  different  direction  from  both  the  grasp 
16_kitchen_neg_22	and  the  application  of  the  knife  ,  but  because  the  button  sinks  deep  into  the  handle  ,  so  your  thumb  is  inside  the  handle  as  you  `  re  trying  to  hold  and  control  the  knife  : 
16_kitchen_neg_23	Quick  cramp  . 
16_kitchen_neg_24	Moreover  , 
16_kitchen_neg_25	as  you  `  re  pushing  it  in  , 
16_kitchen_neg_26	if  the  food  you  `  re  cutting  is  moist 
16_kitchen_neg_27	-LRB-  like  a  turkey  -RRB-  , 
16_kitchen_neg_28	juices  may  run  onto  the  handle  ,  your  thumb  --  and  into  the  hole  into  which  you  `  re  pressing  the  button  . 
16_kitchen_neg_29	NOT  safe  . 
16_kitchen_neg_30	A  couple  times  I  `  ve  wondered  whether  that  shooting  pain  in  my  thumb  was  from  nerve  torture  or  electric  shock  ; 
16_kitchen_neg_31	either  way  , 
16_kitchen_neg_32	it  was  n't  good  . 
16_kitchen_neg_33	Then  the  weight  distribution  of  the  knife  is  not  very  good  . 
16_kitchen_neg_34	Look  at  the  huge  bulk  of  the  motor  -- 
16_kitchen_neg_35	and  then  look  at  where  the  handle  is  located  ,  and  how  it  is  designed  . 
16_kitchen_neg_36	There  's  no  way  to  hold  this  at  a  proper  angle  with  the  handle 
16_kitchen_neg_37	shaped  as  it  is  . 
16_kitchen_neg_38	Add  in  the  need  to  be  depressing  the  power  button 
16_kitchen_neg_39	as  you  `  re  holding  it  awkwardly  ,  and  .  .  . 
16_kitchen_neg_40	2  stars  for  effectiveness  ; 
16_kitchen_neg_41	minus  3  for  bad  functional  design 
8_gourmet_pos_1	Red  Bull  used  to  be  my  favorite  drink  , 
8_gourmet_pos_2	as  I  would  not  go  24  hours  without  drinking  an  entire  can  . 
8_gourmet_pos_3	That  era  has  ended  simply 
8_gourmet_pos_4	because  I  was  beginning  to  get  sick  of  paying  over  $  2.00  for  one  can  . 
8_gourmet_pos_5	I  know  several  distributors 
8_gourmet_pos_6	who  offer  the  product  for  $  1.50  , 
8_gourmet_pos_7	but  I  seldomly  stock  up  on  the  stuff 
8_gourmet_pos_8	and  end  up 
8_gourmet_pos_9	paying  the  $  2.00  for  a  can  plus  8  %  tax  , 
8_gourmet_pos_10	which  comes  out  to  $  2.15  a  can  . 
8_gourmet_pos_11	Which  is  fine 
8_gourmet_pos_12	with  me  until  you  realize 
8_gourmet_pos_13	that  you  are  spending  over  700  dollars  a  year  at  this  rate  . 
8_gourmet_pos_14	It  never  stopped  me  before 
8_gourmet_pos_15	and  I  always  felt 
8_gourmet_pos_16	that  it  was  worth  it  , 
8_gourmet_pos_17	considering 
8_gourmet_pos_18	the  drink  helps  me  focus  in  college  each  morning  . 
8_gourmet_pos_19	However  , 
8_gourmet_pos_20	I  recently  noticed  that  on  days 
8_gourmet_pos_21	when  I  was  not  in  school  and  I  drank  a  Red  Bull  , 
8_gourmet_pos_22	rather  than  being  full  of  energy 
8_gourmet_pos_23	and  ready  to  jog  , 
8_gourmet_pos_24	I  would  become  tired  . 
8_gourmet_pos_25	I  began  to  wonder 
8_gourmet_pos_26	why  I  would  get  tired  after  drinking  a  can  of  Red  Bull  . 
8_gourmet_pos_27	Maybe  my  inner  body  was  saying  , 
8_gourmet_pos_28	"stop  drinking  this  \*\*\*\*  every  freaking  day  of  your  life  !  "" "
8_gourmet_pos_29	Whatever  the  case  is  , 
8_gourmet_pos_30	I  decided  to  stop  buying  it  on  a  daily  basis 
8_gourmet_pos_31	and  just  drink  it 
8_gourmet_pos_32	when  I  have  to  wake  up  very  early  . 
8_gourmet_pos_33	Hopefully  this  can  make 
8_gourmet_pos_34	it  become  effective  on  my  body  again  , 
8_gourmet_pos_35	because  I  think 
8_gourmet_pos_36	I  may  have  overdone 
8_gourmet_pos_37	it  , 
8_gourmet_pos_38	considering 
8_gourmet_pos_39	I  have  probably  consumed  well  over  1000  cans  in  my  life  . 
8_gourmet_pos_40	I  personally  enjoy  drinking  a  cold  can  of  Red  Bull  . 
8_gourmet_pos_41	Set  aside  the  energy  factor  . 
8_gourmet_pos_42	While  many  people 
8_gourmet_pos_43	-LRB-  actually  everyone  I  know  -RRB- 
8_gourmet_pos_44	says 
8_gourmet_pos_45	it  is  sick 
8_gourmet_pos_46	and  makes  them  gag  , 
8_gourmet_pos_47	I  kinda  like  that  cough  droppy  taste 
8_gourmet_pos_48	that  is  offered  in  a  can  of  Red  Bull  . 
8_gourmet_pos_49	I  find  Red  Bull  to  be  a  conversation  starter  for  myself  -  kinda  like  smoker  talk  . 
8_gourmet_pos_50	I  love  to  sip  from  my  can  of  Red  Bull 
8_gourmet_pos_51	and  discuss  the  weather  or  some  other  exciting  news  with  my  peers  . 
8_gourmet_pos_52	While  I  have  tried  so  many  other  energy  drinks  , 
8_gourmet_pos_53	I  can  say 
8_gourmet_pos_54	that  I  do  hate  all  of  them  . 
8_gourmet_pos_55	There  has  never  been  an  energy  drink 
8_gourmet_pos_56	that  I  enjoyed  other  than  Red  Bull  . 
8_gourmet_pos_57	I  guess  I  just  like  the  Austrian  people  so  much 
8_gourmet_pos_58	-LRB-  and  the  fact 
8_gourmet_pos_59	that  a  can  of  Red  Bull  is  vegan  !  -RRB- 
8_gourmet_pos_60	On  the  other  hand  , 
8_gourmet_pos_61	it  is  full  of  man-made  chemicals 
8_gourmet_pos_62	that  might  do  some  weird  things  to  me  in  the  future  -  only  time  will  tell 
20_gourmet_neg_1	I  thought  my  Fresh  Vine  Ripe  Tomatoes  would  come  whole  . 
20_gourmet_neg_2	Instead  , 
20_gourmet_neg_3	as  you  can  see  from  the  graphic  , 
20_gourmet_neg_4	I  received  five  whole  tomatoes  and  one 
20_gourmet_neg_5	that  had  already  been  cut  in  half  . 
20_gourmet_neg_6	Yes  ,  half  a  tomato  . 
20_gourmet_neg_7	The  half-tomato  in  my  package  had  dripped  on  the  other  ones 
20_gourmet_neg_8	and  made  quite  a  mess  . 
20_gourmet_neg_9	In  fact  ,  the  resulting  tomato  juice  ate  a  hole  through  the  box 
20_gourmet_neg_10	they  arrived  in  , 
20_gourmet_neg_11	making  a  puddle  on  the  floor 
20_gourmet_neg_12	that  was  small  , 
20_gourmet_neg_13	but  big  enough 
20_gourmet_neg_14	to  trip  the  UPS  guy  . 
20_gourmet_neg_15	He  fell  and  fractured  his  spine  , 
20_gourmet_neg_16	and  now  he  's  paralyzed  . 
20_gourmet_neg_17	His  wife  and  nine  children  are  destitute  ,  all  thanks  to  these  vine-ripened  tomatoes  . 
20_gourmet_neg_18	In  conclusion  , 
20_gourmet_neg_19	I  think 
20_gourmet_neg_20	this  packaging  is  just  a  bad  idea 
